name,"female,flanders,65-inf","female,flanders,18-64","female,flanders,0-17","female,wallonia,65-inf","female,wallonia,18-64","female,wallonia,0-17","female,brussels,65-inf","female,brussels,18-64","female,brussels,0-17","male,flanders,65-inf","male,flanders,18-64","male,flanders,0-17","male,wallonia,65-inf","male,wallonia,18-64","male,wallonia,0-17","male,brussels,65-inf","male,brussels,18-64","male,brussels,0-17"
Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001822924578665706,0.13445274405608434,0.03659352302358566,0.0009066397375374412,0.10365592829058382,0.029407920848421892,0.00042438455799624907,0.024681820088918206,0.004195620062008371
André,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13413445563758716,0.03154913384558479,0.0008969946339466173,0.09570836293174498,0.044338541207017204,0.0006269317334035498,0.01255792487525264,0.005738836636540186,0.00047261007595036827
Véronique,0.001716828439166644,0.04568885570973254,0.0,0.0040509435081460135,0.13339178266109372,0.0,0.0012924438811703948,0.01769876508916175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Linda,0.04161862199440487,0.13173282484347204,0.0008487691159924981,0.002690983901839852,0.02064052168436302,0.0008680593231741457,0.0008969946339466173,0.003771235504012122,0.000607641526221902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13142418152856566,0.10656874957501264,0.0019193756145739443,0.03364212132479356,0.023013217167705685,0.005092614695954989,0.008429820538380038,0.010001972423684323,0.0021797934115261883
Danny,0.0003182884184971868,0.0005787062154494304,0.0,0.0,0.0005594160082677828,0.0,0.0,0.0,0.0,0.005844932776039248,0.129707353089399,0.00041473945440542514,0.0004050943508146014,0.007436374868525182,0.0003761590400421298,0.0,0.0011767026380805087,0.0002507726933614199
Sarah,0.0002893531077247152,0.12520308971248428,0.021952255772715062,0.00023148248617977217,0.07511606676533607,0.024710755399690684,0.0003279335220880106,0.02430566104887608,0.011062933818674946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christiane,0.12492338170835039,0.04278567952889456,0.0,0.07772024473485852,0.024797561332008097,0.0,0.016512417347490416,0.0033854313603791683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05829500610293929,0.025173720372050224,0.0022858895510252503,0.06236523981826696,0.12387206541695059,0.00735921403979859,0.012885858397340653,0.02259847771330026,0.0016010871960767579
Godelieve,0.12063131061043379,0.054591286324062946,0.0,0.0034915274998782303,0.0012538634668070995,0.0,0.0020447619612546544,0.0006365768369943736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stijn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12062166550684296,0.0056038051862686514,0.0,0.0006944474585393165,0.0,0.0,0.0011959928452621564,0.0
Frank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019512044564236632,0.12030337708834578,0.0004050943508146014,0.000733027872902612,0.012297507078300397,0.00022183738258894833,0.00044367476517789665,0.0029128212844288003,0.0
Pieter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015837260096132746,0.1198307670123954,0.007696792665477426,0.0004050943508146014,0.0010416711878089748,0.0,0.0003375786256788345,0.002372695483342665,0.0
Vincent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020254717540730068,0.06611718511509744,0.009915166491366909,0.0025848877623407896,0.11905915872512951,0.002604177969522437,0.0007908984944475549,0.018759726484152372,0.0006462219405851974
Pascal,0.0,0.0002989982113155391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019000854073922967,0.07969749097097739,0.00023148248617977217,0.002372695483342665,0.11878909582458642,0.00041473945440542514,0.0005015453867228398,0.011873122520304149,0.0
Sandra,0.0003279335220880106,0.11822003471272784,0.0010802516021722703,0.0003182884184971868,0.04590104798873066,0.0007426729764934358,0.0,0.010233454909864097,0.0005690611118586066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christine,0.04020079176655377,0.10033801265534041,0.00042438455799624907,0.02748854523384795,0.11730374987159956,0.0002604177969522437,0.004976873452865102,0.014419429868281644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sébastien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014178302278511048,0.002555952451568318,0.0,0.11692759083155742,0.0034915274998782303,0.0,0.014834169322687068,0.0006172866298127258
Valérie,0.0002025471754073007,0.028916020565289875,0.0008198338052200266,0.0005883513190402544,0.11670575344896847,0.0003858041436329537,0.0,0.015056006705276018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anne,0.03951598941160528,0.09671145370519066,0.0027199192126123235,0.06503693351292517,0.1161077570263374,0.0007908984944475549,0.016599223279807833,0.024865077057143862,0.0003279335220880106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009018171857420291,0.025135139957686927,0.0007812533908567311,0.0020929874792087735,0.11592450005811175,0.001099541809353918,0.00041473945440542514,0.018991208970332144,0.0002797080041338914
Filip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026331132802949087,0.11379293216453967,0.0037519452968304743,0.0,0.0014949910565776954,0.0005690611118586066,0.0,0.0018422147858473536,0.0017361186463482913
Inge,0.0006848023549484928,0.11283806690904812,0.0002989982113155391,0.00041473945440542514,0.0015239263673501669,0.0,0.0,0.0008487691159924981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stéphanie,0.00034722372926965824,0.024942237885870452,0.0004533198687687206,0.0007233827693117882,0.11250048828336928,0.0007523180800842596,0.0002797080041338914,0.012721891636296648,0.0002507726933614199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veerle,0.0034722372926965827,0.11231723131514364,0.0006848023549484928,0.0,0.0010706064985814463,0.0,0.0,0.0009162848411282649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristof,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11182533103201162,0.0005787062154494304,0.0,0.0008294789088108503,0.0,0.0,0.0007908984944475549,0.0
Julien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038686510502794424,0.01495955566936778,0.008169402741427793,0.005796707258085129,0.11090904619088335,0.015576842299180502,0.0012442183632162755,0.015615422713543799,0.001967601132528064
Michaël,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002806725144929738,0.047772198085350485,0.0018615049930290012,0.0002797080041338914,0.11038821059697886,0.001147767327308037,0.0,0.010937547471994236,0.00039544924722377745
Cindy,0.0,0.10992524562461932,0.0005787062154494304,0.0,0.05183278669708732,0.0007716082872659074,0.0,0.004031653300964366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sophie,0.0010898967057630942,0.06959906751138484,0.006394703680716207,0.0013213791919428662,0.10990595541743767,0.00670334699562257,0.00048225517954119204,0.02314824861797722,0.0021026325827995973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catherine,0.004166684751235899,0.03416295691869804,0.000607641526221902,0.008343014606062623,0.10927902368403411,0.0009934456698548557,0.0035301079142415256,0.018547534205154245,0.0002797080041338914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annie,0.10858457622549479,0.029870885820781436,0.0003375786256788345,0.04565027529536924,0.02219338336248566,0.000491900283132016,0.006500799820215269,0.00241127589770596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris,0.0,0.003771235504012122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10813125635672609,0.000366513936451306,0.0,0.0011767026380805087,0.0,0.0,0.0008391240124016741,0.0
Caroline,0.0038291061255570653,0.10740787358741428,0.0019290207181647681,0.0009162848411282649,0.09101119748301377,0.0026524034874765563,0.000549770904676959,0.017216509909620554,0.0006172866298127258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ilse,0.0015528616781226383,0.10735964806946018,0.0005304806974953112,0.0002797080041338914,0.0010127358770365034,0.0,0.0,0.0006172866298127258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10702206944378134,0.02172077328653529,0.010860386643267645,0.04754071559917071,0.016560642865444536,0.001755408853529939,0.005343387389316408,0.0023919856905243128,0.00120563794885298
Anna,0.10643371812474108,0.06494048247701693,0.03277406200161941,0.025829587416226246,0.02540520285823,0.010908612161221765,0.005709901325767714,0.02016791160841265,0.005082969592364164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wendy,0.0,0.10565246473388437,0.0005015453867228398,0.0,0.016560642865444536,0.0014853459529868716,0.0,0.002121922789981245,0.0003086433149063629,0.0,0.0009162848411282649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055864439998051685,0.10544991755847706,0.00021219227899812453,0.0023534052761610175,0.02819263779597809,0.00023148248617977217,0.0005979964226310782,0.002517372037205023,0.0
Ellen,0.00043402966158707283,0.10521843507229729,0.005353032492907232,0.0,0.0014467655386235763,0.0002604177969522437,0.0,0.0014274753314419285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10480369561789186,0.006857668653075751,0.0,0.0032214645993351634,0.006423638991488678,0.0,0.0018036343714840585,0.0003761590400421298
Patricia,0.006587605752532684,0.10410924815935255,0.0009355750483099127,0.010223809806273272,0.10430215023116901,0.00042438455799624907,0.0027295643162031473,0.016541352658262887,0.0007137376657209642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thierry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003713364882467179,0.04190797510212959,0.0002507726933614199,0.006857668653075751,0.1040127971234443,0.0003086433149063629,0.002555952451568318,0.015538261884817208,0.0
Kurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003086433149063629,0.10326047904336004,0.0,0.0003761590400421298,0.0021701483079353645,0.0002893531077247152,0.0,0.0006558670441760212,0.0
Christel,0.0018615049930290012,0.10100352480310727,0.0,0.0005401258010861352,0.027141321504578292,0.0,0.0,0.0028356604557022093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeannine,0.09995220851170747,0.014641267250870591,0.0,0.06815230197276126,0.008873495303557934,0.0,0.012808697568614063,0.000733027872902612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeroen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09881408628799025,0.0021315678935720688,0.0,0.0008680593231741457,0.0,0.0,0.0014949910565776954,0.0
Julie,0.0007233827693117882,0.08356517751089776,0.049643348181970304,0.0015239263673501669,0.09835112131563072,0.013561015648698322,0.0002604177969522437,0.01842214785847354,0.001466055745805224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09832218600485823,0.023640148901109236,0.002121922789981245,0.04859203189057051,0.019550624978599926,0.002256954240252779,0.00557486987549618,0.004359586823052377,0.0012345732596254517
Frans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09740590116372998,0.01749621791375445,0.0004050943508146014,0.0026427583838857325,0.0009452201519007365,0.0,0.0010127358770365034,0.0,0.0
Laurence,0.00039544924722377745,0.019010499177513792,0.0018615049930290012,0.0007523180800842596,0.09715512847036856,0.0003086433149063629,0.0002604177969522437,0.012586860186025112,0.0,0.0,0.0008969946339466173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05983822267747112,0.016734254730079366,0.0009259299447190887,0.09647032611542006,0.04104956088254627,0.000665512147766845,0.016502772243899594,0.005835287672448424,0.0003375786256788345
Nicole,0.09472456236548094,0.07245401817426869,0.0018711500966198254,0.0864490634845541,0.034934565205963955,0.0008005435980383789,0.017988118196886466,0.00532409718213476,0.0010513162913997987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09458953091520941,0.04396238216697507,0.0024595014156600795,0.050135248465102325,0.02361121359033676,0.0005883513190402544,0.009143558204101001,0.008651657920968985,0.0011863477416713326
Françoise,0.012365022803436165,0.014033625724648688,0.0,0.05253687925921746,0.09423266208234893,0.0,0.010908612161221765,0.01149696348026202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacqueline,0.08787653881599602,0.01732260604911962,0.000733027872902612,0.09396259918180586,0.028395184971385386,0.00021219227899812453,0.01993642912223288,0.003964137575828599,0.0002025471754073007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
An,0.0,0.09372147159203527,0.0002893531077247152,0.0,0.0007233827693117882,0.0,0.0,0.0010127358770365034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Didier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003915912057874479,0.04147394544054252,0.0,0.007320633625435296,0.09279554164731618,0.0002507726933614199,0.0015625067817134622,0.012287861974709574,0.0
Sabine,0.002768144730566442,0.09242902771086486,0.0,0.0033275607388342254,0.059249871358430864,0.0,0.000858414219583322,0.006192156505308906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laura,0.007735373079840721,0.09104013279378623,0.03510817707059879,0.001890440303801473,0.08328546950676387,0.020148621401231005,0.000549770904676959,0.020727327616680436,0.004764681173866978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim,0.0,0.09092439155069636,0.001147767327308037,0.0,0.003848396332738713,0.0006944474585393165,0.00024112758977059602,0.001890440303801473,0.0,0.0,0.022868540613843327,0.0002025471754073007,0.0,0.001215283052443804,0.0,0.0,0.0009162848411282649,0.0
Mohamed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01197921865980321,0.09084723072196976,0.04005611521269141,0.006770862720758337,0.03924592651106221,0.016223064239765703,0.016261644654128996,0.0794177829668435,0.035445755696277614
Christian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02048620002690984,0.04004647010910059,0.002922466388019624,0.0697051636508839,0.0902202989885662,0.0016396676104400531,0.009317170068735831,0.014207237589283517,0.000983800566264032
Sven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09014313815983961,0.0016300225068492293,0.0,0.0028163702485205617,0.0009548652554915603,0.0,0.0014757008493960476,0.0
Céline,0.0007426729764934358,0.02535697734027588,0.004099169026100132,0.002006181546891359,0.08906288655766735,0.0040220081973735425,0.00043402966158707283,0.01248076404652605,0.0009741554626732079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte,0.002951401698792095,0.08867708241403441,0.031095813976816065,0.0021605032043445407,0.046672656275996566,0.0210359709315868,0.0007619631836750834,0.014294043521600932,0.0034722372926965827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stéphane,0.0,0.0,0.0,0.0,0.0002025471754073007,0.0,0.0,0.0,0.0,0.0007619631836750834,0.01398540020669457,0.0,0.0022087287222986598,0.08841666461708216,0.0007716082872659074,0.0005304806974953112,0.013078760469157128,0.0
Jonathan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04558275957023347,0.007310988521844472,0.0,0.08773186226213367,0.0036747844681038837,0.0,0.01333917826610937,0.0016493127140308767
Hans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006047479951446549,0.08747144446518142,0.0002989982113155391,0.0014564106422144001,0.002256954240252779,0.0,0.0003086433149063629,0.0017457637499391152,0.0
Kelly,0.0,0.08662267534918892,0.0017264735427574675,0.0,0.014805234011914595,0.003153948874199396,0.0,0.002623468176704085,0.00042438455799624907,0.0,0.0009645103590823841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabienne,0.003481882396287407,0.03314057593807072,0.0,0.003404721567560816,0.08580284154396889,0.0,0.0009066397375374412,0.010117713666774211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
