name,"female,flanders,65-inf","female,flanders,18-64","female,flanders,0-17","female,wallonia,65-inf","female,wallonia,18-64","female,wallonia,0-17","female,brussels,65-inf","female,brussels,18-64","female,brussels,0-17","male,flanders,65-inf","male,flanders,18-64","male,flanders,0-17","male,wallonia,65-inf","male,wallonia,18-64","male,wallonia,0-17","male,brussels,65-inf","male,brussels,18-64","male,brussels,0-17"
Muhammed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003809815918375417,0.008468400952743333,0.0,0.001215283052443804,0.0020544070648454782,0.0,0.0009355750483099127,0.001466055745805224
Boris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005864222983220896,0.005410903114452175,0.00024112758977059602,0.008458755849152509,0.0010513162913997987,0.0,0.002883885973656329,0.0005787062154494304
Krzysztof,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008449110745561685,0.0003182884184971868,0.0,0.0009452201519007365,0.0,0.0,0.0035686883286048217,0.0
Emilien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002893531077247152,0.0002025471754073007,0.0005787062154494304,0.0,0.004359586823052377,0.00843946564197086,0.0,0.0004050943508146014,0.0002797080041338914
Floris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003279335220880106,0.006018544640674077,0.008429820538380038,0.0,0.0002507726933614199,0.00022183738258894833,0.0,0.0,0.0
Alyssa,0.0,0.0020833423756179497,0.008391240124016743,0.0,0.002700629005430676,0.005584514979087004,0.0,0.0004050943508146014,0.0005111904903136636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esmée,0.0,0.0007619631836750834,0.008391240124016743,0.0,0.0,0.0004533198687687206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caro,0.0,0.008381595020425918,0.002932111491610448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hicham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007339923832616943,0.0010223809806273272,0.0,0.004890067520547687,0.0005979964226310782,0.0,0.008371949916835094,0.0007619631836750834
Yasmina,0.0,0.00836230481324427,0.005642385600631947,0.0,0.006114995676582315,0.0024691465192509033,0.0,0.0066165410633051555,0.00241127589770596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marylène,0.0,0.0009066397375374412,0.0,0.0005787062154494304,0.008333369502471799,0.0,0.0,0.0003182884184971868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timmy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008304434191699328,0.0005401258010861352,0.0,0.001032026084218151,0.0008005435980383789,0.0,0.0,0.0
Oliver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039255571614653035,0.008275498880926855,0.0,0.0015914420924859336,0.001716828439166644,0.0,0.0012345732596254517,0.0009741554626732079
Edward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007002345206938109,0.008275498880926855,0.00266204859106738,0.000665512147766845,0.0009355750483099127,0.0015625067817134622,0.0002604177969522437,0.0011284771201263894,0.00048225517954119204
Roberto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047261007595036827,0.006192156505308906,0.0005015453867228398,0.0022280189294803074,0.00826585377733603,0.0003182884184971868,0.00048225517954119204,0.0035879785357864694,0.0002797080041338914
Perrine,0.0,0.0008101887016292028,0.0,0.0,0.008256208673745208,0.002189438515117012,0.0,0.0011863477416713326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marta,0.0,0.00823691846656356,0.0021315678935720688,0.0003761590400421298,0.0024016307941151366,0.00039544924722377745,0.0002989982113155391,0.006732282306395041,0.0007716082872659074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mamadou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003462592189105759,0.0021026325827995973,0.0,0.0031635939777902196,0.0016010871960767579,0.0,0.008227273362972735,0.0044463927553697906
Corine,0.00024112758977059602,0.003713364882467179,0.0,0.0002604177969522437,0.008217628259381913,0.0,0.0,0.0010609613949906225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004050943508146014,0.004321006408689081,0.00023148248617977217,0.0011959928452621564,0.008217628259381913,0.00021219227899812453,0.00021219227899812453,0.00170718333557582,0.0
Ina,0.00021219227899812453,0.008217628259381913,0.002189438515117012,0.0,0.00042438455799624907,0.0003858041436329537,0.0,0.0005401258010861352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuela,0.000366513936451306,0.008217628259381913,0.0005979964226310782,0.00042438455799624907,0.006549025338169388,0.0008873495303557933,0.000366513936451306,0.002112277686390421,0.0004050943508146014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hatice,0.000858414219583322,0.008198338052200264,0.001282798777579571,0.000549770904676959,0.003153948874199396,0.00046296497235954434,0.0004533198687687206,0.002932111491610448,0.00042438455799624907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mira,0.0,0.004340296615870729,0.008198338052200264,0.0,0.00046296497235954434,0.0011767026380805087,0.0,0.0005594160082677828,0.0009452201519007365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brigitta,0.006028189744264901,0.008188692948609442,0.0,0.00042438455799624907,0.000549770904676959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafaël,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044463927553697906,0.008179047845018618,0.0016396676104400531,0.0,0.001099541809353918,0.0030478527347003338,0.0,0.0003761590400421298,0.0004050943508146014
Michele,0.00024112758977059602,0.001167057534489685,0.0,0.0004050943508146014,0.0009355750483099127,0.0,0.0,0.00042438455799624907,0.0,0.0007040925621301404,0.0024595014156600795,0.0003279335220880106,0.003886976747102008,0.008169402741427793,0.00041473945440542514,0.000549770904676959,0.001890440303801473,0.0002700629005430676
Tomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008159757637836969,0.0025752426587499658,0.0,0.000665512147766845,0.00048225517954119204,0.0,0.001215283052443804,0.000491900283132016
Patrik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012249281560346278,0.008130822327064498,0.0003086433149063629,0.0,0.0005401258010861352,0.0,0.0,0.0,0.0
Rosita,0.004919002831320159,0.008130822327064498,0.0,0.0005401258010861352,0.0007426729764934358,0.0,0.0,0.0002025471754073007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovanna,0.000549770904676959,0.0019965364433005353,0.0,0.00519871083545405,0.008101887016292027,0.0003761590400421298,0.000665512147766845,0.001388894917078633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008092241912701203,0.0,0.0,0.0,0.0,0.0,0.0
Francesca,0.0005111904903136636,0.004282425994325785,0.0006365768369943736,0.004562133998459677,0.008092241912701203,0.0010609613949906225,0.0005304806974953112,0.003771235504012122,0.0003761590400421298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriella,0.00808259680911038,0.002440211208478432,0.0016589578176217006,0.0011574124308988609,0.0016300225068492293,0.002006181546891359,0.0003375786256788345,0.001032026084218151,0.0011091869129447418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006192156505308906,0.0014949910565776954,0.0,0.00808259680911038,0.0021605032043445407,0.0,0.0030189174239278623,0.00047261007595036827
Günther,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008072951705519556,0.0,0.0005594160082677828,0.0007716082872659074,0.0,0.0,0.0,0.0
Noam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023148248617977217,0.0016203774032584055,0.0,0.0005304806974953112,0.008063306601928732,0.0,0.0,0.001716828439166644
Theodoor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008063306601928732,0.0016589578176217006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983800566264032,0.008044016394747085,0.0009259299447190887,0.0012924438811703948,0.006732282306395041,0.0015625067817134622,0.0010030907734456796,0.006221091816081378,0.0007426729764934358
Daniela,0.000491900283132016,0.00803437129115626,0.0013406693991245139,0.0006558670441760212,0.006192156505308906,0.0006462219405851974,0.0002025471754073007,0.0065586704417602126,0.0008198338052200266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048225517954119204,0.0013696047098969856,0.0,0.003115368459836101,0.008015081083974612,0.0004050943508146014,0.0003858041436329537,0.0007908984944475549,0.0
Larissa,0.0,0.008005435980383788,0.002189438515117012,0.0,0.002980337009564567,0.0007137376657209642,0.0,0.0008101887016292028,0.00023148248617977217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirthe,0.0,0.002517372037205023,0.007995790876792966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danièle,0.0013020889847612186,0.0009548652554915603,0.0,0.007995790876792966,0.005266226560589817,0.0,0.001967601132528064,0.001032026084218151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sophia,0.0017264735427574675,0.003848396332738713,0.007995790876792966,0.0003086433149063629,0.002517372037205023,0.004591069309232148,0.0,0.0014757008493960476,0.00233411506897937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
June,0.0,0.0011959928452621564,0.007995790876792966,0.0,0.0,0.0014274753314419285,0.0,0.0,0.0006172866298127258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007995790876792966,0.0027295643162031473,0.0,0.0,0.0,0.0,0.0,0.0
Irina,0.0002797080041338914,0.007986145773202141,0.0008005435980383789,0.0,0.0033275607388342254,0.0023919856905243128,0.0,0.003906266954283656,0.0005690611118586066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002989982113155391,0.007966855566020493,0.0,0.0,0.0,0.0,0.0,0.0
Tomasz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007937920255248022,0.00043402966158707283,0.0,0.0009259299447190887,0.0,0.0,0.0026524034874765563,0.0002893531077247152
Naima,0.00022183738258894833,0.007918630048066373,0.000607641526221902,0.0,0.003317915635243401,0.0,0.0003086433149063629,0.007243472796708705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dana,0.0,0.007918630048066373,0.0011574124308988609,0.0,0.001215283052443804,0.0006558670441760212,0.0,0.0007426729764934358,0.00039544924722377745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belinda,0.0,0.00790898494447555,0.0,0.0,0.0031346586670177486,0.0002989982113155391,0.0,0.0005401258010861352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003568688328604821,0.00790898494447555,0.003028562527518686,0.0,0.0011381222237172132,0.0007523180800842596,0.00024112758977059602,0.002006181546891359,0.000665512147766845
Margo,0.000491900283132016,0.007899339840884726,0.004282425994325785,0.0,0.0006172866298127258,0.0009741554626732079,0.0,0.0002604177969522437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kjell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007899339840884726,0.003028562527518686,0.0,0.0,0.0,0.0,0.0,0.0
Jasmine,0.00022183738258894833,0.007802888804976487,0.003684429571694707,0.0,0.0020544070648454782,0.0010416711878089748,0.0,0.0007137376657209642,0.0005690611118586066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ugo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003182884184971868,0.0002700629005430676,0.0002507726933614199,0.0026331132802949087,0.007802888804976487,0.0,0.000549770904676959,0.00047261007595036827
Bent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003568688328604821,0.007793243701385663,0.0,0.0,0.0,0.0,0.0,0.0
Germain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007783598597794841,0.0008777044267649695,0.0,0.0020929874792087735,0.002739209419793971,0.0010416711878089748,0.0,0.00044367476517789665,0.0
Stien,0.0,0.005767771947312658,0.007783598597794841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zélie,0.0,0.0,0.0002700629005430676,0.0003182884184971868,0.0008198338052200266,0.007754663287022368,0.0,0.0,0.0006172866298127258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007754663287022368,0.000733027872902612,0.0,0.0007233827693117882,0.0005111904903136636,0.0006365768369943736,0.0,0.0,0.0
Inez,0.0,0.007735373079840721,0.0013696047098969856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donovan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012442183632162755,0.000366513936451306,0.0,0.007735373079840721,0.0028163702485205617,0.0,0.0002989982113155391,0.0
Geertrui,0.0007233827693117882,0.007735373079840721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerardus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007725727976249897,0.0033275607388342254,0.0,0.00023148248617977217,0.0,0.0,0.0,0.0,0.0
Elif,0.0002507726933614199,0.005189065731863226,0.007725727976249897,0.0,0.0020447619612546544,0.0024016307941151366,0.0,0.001822924578665706,0.0018036343714840585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023148248617977217,0.007716082872659073,0.0,0.0,0.00170718333557582,0.0,0.0,0.0004050943508146014,0.0
Maryam,0.0,0.005266226560589817,0.007706437769068248,0.0,0.0016975382319849963,0.0029128212844288003,0.0,0.003173239081381044,0.005777417050903481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010706064985814463,0.007696792665477426,0.0,0.0,0.0,0.0,0.0,0.0
Anne-Catherine,0.0,0.000665512147766845,0.0,0.0,0.007696792665477426,0.0,0.0,0.0007426729764934358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marie-Ange,0.0007040925621301404,0.00133102429553369,0.0,0.0036265589501497646,0.007696792665477426,0.0,0.0,0.0005594160082677828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Igor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076871475618866016,0.002256954240252779,0.0,0.0032214645993351634,0.0018615049930290012,0.0,0.002922466388019624,0.0008198338052200266
Maëlys,0.0,0.0,0.001099541809353918,0.0,0.000675157251357669,0.007677502458295777,0.0,0.0,0.0008198338052200266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Constantin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007011990310528932,0.00044367476517789665,0.0003761590400421298,0.0038001708147845934,0.0008777044267649695,0.0004050943508146014,0.0076582122511141305,0.000549770904676959
Jean-Jacques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006365768369943736,0.0014757008493960476,0.0,0.004832196899002744,0.0076582122511141305,0.0,0.0009066397375374412,0.0010223809806273272,0.0
Kyan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006558670441760212,0.0076582122511141305,0.0,0.0,0.0002700629005430676,0.0,0.0,0.0
Fenna,0.0,0.000733027872902612,0.0076582122511141305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007648567147523306,0.00544948352881547,0.00042438455799624907,0.00303820763110951,0.0040798788189184846,0.0,0.0009934456698548557,0.00042438455799624907
Jorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007609986733160011,0.00170718333557582,0.0,0.0,0.0,0.0,0.0,0.0
Amelia,0.003713364882467179,0.0014081851242602808,0.007609986733160011,0.0003086433149063629,0.0007040925621301404,0.0020351168576638306,0.00021219227899812453,0.00043402966158707283,0.0024209210012967842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ineke,0.0,0.007600341629569187,0.0003375786256788345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyriel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007590696525978363,0.0015914420924859336,0.00675157251357669,0.0,0.0,0.0002025471754073007,0.0,0.0,0.0
Staf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012635085703979233,0.007590696525978363,0.0,0.0,0.0,0.0,0.0,0.0
Aicha,0.0019965364433005353,0.007561761215205892,0.0020929874792087735,0.0007233827693117882,0.0032021743921535157,0.0008101887016292028,0.0022376640330711312,0.005960674019129134,0.0012345732596254517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmy,0.0010898967057630942,0.007542471008024244,0.0014178302278511047,0.0,0.0005304806974953112,0.0037615904004212985,0.0,0.0,0.00023148248617977217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liliana,0.007523180800842597,0.0041088141296909565,0.001167057534489685,0.0015625067817134622,0.002440211208478432,0.000549770904676959,0.00023148248617977217,0.0024209210012967842,0.0003858041436329537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fiona,0.0,0.0030092723203370385,0.002739209419793971,0.0,0.007523180800842597,0.004128104336872604,0.0,0.0016203774032584055,0.0005401258010861352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madison,0.0,0.0002989982113155391,0.00041473945440542514,0.0,0.0075038905936609486,0.0011091869129447418,0.0,0.00023148248617977217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edouard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006549025338169388,0.002961046802382919,0.0023630503797518413,0.0055459345647237085,0.0075038905936609486,0.007224182589527057,0.0015625067817134622,0.0030478527347003338,0.0013696047098969856
Franco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006462219405851974,0.0023148248617977218,0.0,0.0027584996269756183,0.007484600386479302,0.0,0.0003568688328604821,0.0006558670441760212,0.0
Pietro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010513162913997987,0.0018518598894381774,0.0002604177969522437,0.004272780890734962,0.007455665075706829,0.0007523180800842596,0.00044367476517789665,0.0013792498134878092,0.00048225517954119204
Adriana,0.007446019972116005,0.007397794454161887,0.0020351168576638306,0.0012635085703979233,0.003520462810650702,0.0015625067817134622,0.00039544924722377745,0.0030189174239278623,0.0008101887016292028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyara,0.0,0.002845305559293033,0.007436374868525182,0.0,0.0,0.0014274753314419285,0.0,0.0,0.0002025471754073007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005690611118586066,0.0015046361601685192,0.0,0.006886603963848222,0.007426729764934358,0.0,0.000366513936451306,0.0002797080041338914
Marie-Hélène,0.0009355750483099127,0.002932111491610448,0.00047261007595036827,0.0017457637499391152,0.007426729764934358,0.0,0.0002507726933614199,0.0009162848411282649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Janine,0.0053337422857255845,0.0008680593231741457,0.0,0.007417084661343534,0.0015914420924859336,0.0,0.0015528616781226383,0.0002025471754073007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jasmien,0.0,0.0074074395577527095,0.0015239263673501669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000675157251357669,0.0017361186463482913,0.0,0.003809815918375417,0.007397794454161887,0.000607641526221902,0.00041473945440542514,0.0009162848411282649,0.0
Cristina,0.0,0.006886603963848222,0.0005883513190402544,0.00039544924722377745,0.005044389178000869,0.0006172866298127258,0.0,0.007388149350571063,0.000491900283132016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabrizio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002112277686390421,0.00023148248617977217,0.0,0.0073785042469802385,0.0003086433149063629,0.0,0.0015625067817134622,0.0
Zakaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006114995676582315,0.006963764792574814,0.0,0.003346850946015873,0.004947938142092631,0.0,0.0073785042469802385,0.00675157251357669
Theophiel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007368859143389414,0.0011767026380805087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hildegarde,0.003915912057874479,0.0073495689362077675,0.0,0.0002025471754073007,0.0002025471754073007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samantha,0.0,0.0070795060356647,0.0012345732596254517,0.0,0.007310988521844472,0.0008198338052200266,0.0,0.0017361186463482913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000733027872902612,0.0018422147858473536,0.0,0.0010609613949906225,0.007310988521844472,0.0,0.00021219227899812453,0.0009066397375374412
Seth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017361186463482913,0.007301343418253648,0.0,0.0,0.00022183738258894833,0.0,0.0,0.0
Alisson,0.0,0.0003858041436329537,0.0,0.0,0.007301343418253648,0.00041473945440542514,0.0,0.0003375786256788345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laly,0.0,0.0,0.00021219227899812453,0.0,0.0006462219405851974,0.007291698314662824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001514281263759343,0.007291698314662824,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002324469965388546,0.0010030907734456796,0.0,0.007272408107481176,0.0016107322996675817,0.0,0.0008198338052200266,0.0
Mariam,0.0002700629005430676,0.007253117900299529,0.005709901325767714,0.0,0.002797080041338914,0.0022280189294803074,0.0,0.006732282306395041,0.004571779102050501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carolina,0.007233827693117881,0.005796707258085129,0.0008777044267649695,0.0007619631836750834,0.0016975382319849963,0.000607641526221902,0.00022183738258894833,0.0019772462361188877,0.000733027872902612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007233827693117881,0.006327187955580439,0.0015432165745318147,0.0,0.00048225517954119204,0.0013213791919428662,0.0,0.000549770904676959,0.0008101887016292028
Harry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043885221338248485,0.007233827693117881,0.0008391240124016741,0.000366513936451306,0.001514281263759343,0.0021605032043445407,0.0,0.00039544924722377745,0.0005015453867228398
Lenny,0.0,0.0016107322996675817,0.00021219227899812453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030189174239278623,0.002305179758206898,0.0,0.0014757008493960476,0.007214537485936234,0.0,0.0,0.0006269317334035498
Lucette,0.0028356604557022093,0.0006172866298127258,0.0,0.007214537485936234,0.0011188320165355656,0.0,0.0005979964226310782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiara,0.0,0.0042631357871441376,0.00720489238234541,0.0,0.0004533198687687206,0.003346850946015873,0.0,0.0,0.000675157251357669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berthe,0.000983800566264032,0.0005690611118586066,0.00023148248617977217,0.0071952472787545855,0.0007523180800842596,0.0,0.0010802516021722703,0.00021219227899812453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193756145739443,0.0071952472787545855,0.0,0.0006172866298127258,0.0020544070648454782,0.0,0.0011381222237172132,0.004697165448731211
Eléa,0.0,0.0,0.0005304806974953112,0.0,0.0007812533908567311,0.007175957071572939,0.0,0.0,0.000491900283132016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessia,0.0,0.0018711500966198254,0.004938293038501807,0.0,0.004301716201507434,0.007175957071572939,0.0,0.001388894917078633,0.0015432165745318147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberte,0.0008777044267649695,0.0002893531077247152,0.0,0.007175957071572939,0.000983800566264032,0.0,0.00047261007595036827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giuseppa,0.0006269317334035498,0.0005208355939044874,0.0,0.00715666686439129,0.004099169026100132,0.0,0.0008680593231741457,0.000366513936451306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sasha,0.0,0.0005304806974953112,0.0007908984944475549,0.0,0.0005883513190402544,0.0035976236393772927,0.0,0.0002507726933614199,0.0008101887016292028,0.0,0.0014274753314419285,0.000983800566264032,0.0,0.0009066397375374412,0.00715666686439129,0.0,0.00023148248617977217,0.0007426729764934358
Florine,0.0006269317334035498,0.0009548652554915603,0.0009355750483099127,0.0002025471754073007,0.00715666686439129,0.0035686883286048217,0.0,0.0006269317334035498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
