name,count,gender,area,age
Lindsay,165,female,wallonia,0-17
Lilia,165,female,flanders,0-17
Hanae,165,female,flanders,0-17
Stanislas,165,male,flanders,65-inf
Ruddy,165,male,flanders,65-inf
Charline,165,female,wallonia,65-inf
Alyssia,165,female,wallonia,0-17
Firdaws,165,female,flanders,0-17
Alissa,165,female,flanders,0-17
Oona,165,female,flanders,18-64
Célya,164,female,wallonia,0-17
Hüseyin,164,male,brussels,18-64
Ismail,164,male,wallonia,0-17
Thalia,164,female,flanders,0-17
Maura,164,female,flanders,0-17
Liya,164,female,flanders,0-17
Majda,164,female,brussels,18-64
Tarek,164,male,flanders,18-64
Owen,164,male,flanders,18-64
Mahmut,164,male,flanders,18-64
Assunta,164,female,wallonia,65-inf
Clémentine,164,female,brussels,18-64
Heinrich,164,male,wallonia,65-inf
Eliano,164,male,flanders,0-17
Sibel,164,female,wallonia,18-64
Viggo,164,male,flanders,0-17
Genoveva,164,female,flanders,65-inf
Justien,164,female,flanders,18-64
Xena,164,female,flanders,18-64
Martien,164,female,flanders,18-64
Matiz,164,male,flanders,0-17
Nuno,163,male,flanders,18-64
Léon,163,male,flanders,18-64
Gust,163,male,flanders,18-64
Goran,163,male,flanders,18-64
Luka,163,female,flanders,18-64
Sinem,163,female,flanders,18-64
Houria,163,female,wallonia,18-64
Herbert,163,male,flanders,65-inf
Leila,163,female,brussels,0-17
Monia,163,female,wallonia,18-64
Nabila,163,female,wallonia,18-64
Elena,163,female,wallonia,65-inf
Pauline,163,female,wallonia,65-inf
Natan,163,male,wallonia,0-17
Ernest,163,male,wallonia,0-17
Graziella,163,female,flanders,18-64
Faiza,163,female,flanders,18-64
Kira,163,female,flanders,0-17
Beatriz,163,female,brussels,18-64
Hannah,163,female,brussels,18-64
Océane,163,female,brussels,18-64
Rose,163,female,brussels,18-64
Mihai,163,male,wallonia,18-64
Ava,163,female,flanders,0-17
Tommy,163,male,wallonia,0-17
Gaël,163,male,brussels,18-64
Amir,163,male,brussels,18-64
Marina,163,female,wallonia,0-17
Elise,163,female,brussels,65-inf
Cyprien,163,male,wallonia,0-17
Lora,162,female,flanders,0-17
Insaf,162,female,flanders,0-17
Ilya,162,male,flanders,0-17
Baran,162,male,flanders,0-17
Melih,162,male,flanders,0-17
Nadir,162,male,flanders,0-17
Frances,162,female,flanders,0-17
Agata,162,female,brussels,18-64
Eleni,162,female,flanders,0-17
Sylwia,162,female,brussels,18-64
Susana,162,female,brussels,18-64
Kathleen,162,female,brussels,18-64
Didier,162,male,brussels,65-inf
Esteban,162,male,flanders,0-17
Julius,162,male,flanders,0-17
Phoebe,162,female,flanders,0-17
Muriel,162,female,wallonia,65-inf
Edouard,162,male,brussels,65-inf
Basma,162,female,flanders,0-17
Scott,162,male,flanders,18-64
Angel,162,male,brussels,18-64
Cécilia,162,female,wallonia,18-64
M'Hamed,162,male,brussels,18-64
René,162,male,brussels,18-64
Selim,162,male,brussels,18-64
Mona,162,female,wallonia,18-64
Amel,162,female,brussels,0-17
Achille,162,male,brussels,0-17
Marie-Sophie,162,female,wallonia,18-64
Yeliz,162,female,flanders,18-64
Nada,162,female,flanders,18-64
Bozena,162,female,flanders,18-64
Adriana,162,female,wallonia,0-17
Garance,162,female,wallonia,0-17
Luana,162,female,wallonia,0-17
Edward,162,male,wallonia,0-17
Juan,162,male,wallonia,0-17
Yasin,162,male,wallonia,0-17
Hilde,162,female,wallonia,18-64
Fabrizio,162,male,brussels,18-64
Apolline,162,female,wallonia,18-64
Ingo,162,male,flanders,18-64
Noémie,162,female,brussels,0-17
Ilias,162,male,wallonia,18-64
Magda,162,female,wallonia,65-inf
Réginald,162,male,wallonia,18-64
Salvatrice,162,female,wallonia,18-64
Iman,162,female,brussels,0-17
Rafa,162,male,flanders,18-64
Kerim,162,male,flanders,18-64
Liliana,162,female,wallonia,65-inf
Han,162,male,flanders,18-64
Emrah,162,male,flanders,18-64
Aydin,162,male,flanders,18-64
Kadiatou,162,female,brussels,0-17
El,161,male,flanders,65-inf
Musa,161,male,flanders,0-17
Emirhan,161,male,flanders,0-17
Katrien,161,female,wallonia,18-64
Bregt,161,male,flanders,18-64
Florent,161,male,wallonia,65-inf
Raphael,161,male,wallonia,0-17
Ilse,161,female,flanders,65-inf
Adrien,161,male,wallonia,65-inf
Wesley,161,male,flanders,0-17
Janine,161,female,brussels,65-inf
Ivonne,161,female,wallonia,65-inf
Abdellatif,161,male,wallonia,18-64
Joaquim,161,male,wallonia,18-64
Natalia,161,female,brussels,0-17
Lily,161,female,brussels,0-17
Valentino,161,male,flanders,0-17
Khalid,161,male,flanders,0-17
Rachelle,161,female,flanders,0-17
Nicola,161,male,brussels,18-64
Elie,161,male,brussels,18-64
Constance,161,female,flanders,18-64
Beatrice,161,female,brussels,18-64
Viviana,161,female,flanders,18-64
Lotta,161,female,flanders,0-17
Bianca,161,female,flanders,0-17
Leyla,161,female,brussels,18-64
Sofie,161,female,brussels,18-64
Lydia,161,female,wallonia,0-17
Serena,161,female,flanders,18-64
Jaron,161,male,flanders,18-64
Kyana,161,female,flanders,18-64
Marwan,161,male,flanders,18-64
Hilke,161,female,flanders,18-64
Yente,161,male,flanders,18-64
Ismaïl,161,male,flanders,18-64
Jean-Christophe,160,male,brussels,18-64
Maximilien,160,male,brussels,18-64
Alpha,160,male,brussels,0-17
Enes,160,male,brussels,0-17
Katharina,160,female,wallonia,18-64
Helmut,160,male,wallonia,65-inf
Alessia,160,female,brussels,0-17
Abdelkader,160,male,flanders,65-inf
Edgar,160,male,flanders,18-64
James,160,male,brussels,0-17
Yousef,160,male,flanders,18-64
Wolfgang,160,male,flanders,18-64
Urbain,160,male,flanders,18-64
Semih,160,male,flanders,18-64
Eliza,160,female,wallonia,0-17
Ilyana,160,female,wallonia,0-17
Alexandru,160,male,wallonia,18-64
Aaron,160,male,wallonia,18-64
Madeleine,160,female,wallonia,0-17
Lindsey,160,female,wallonia,18-64
Lou,160,male,wallonia,0-17
Leo,160,male,brussels,0-17
Stefanie,160,female,wallonia,18-64
Xavier,160,male,flanders,0-17
Marcus,160,male,flanders,0-17
Berkay,160,male,flanders,0-17
Nataliya,160,female,flanders,18-64
Eda,160,female,flanders,18-64
Alma,160,female,flanders,18-64
Océane,160,female,flanders,18-64
Tania,159,female,wallonia,0-17
Katarzyna,159,female,wallonia,18-64
Meriam,159,female,brussels,18-64
Renate,159,female,wallonia,18-64
Krystian,159,male,flanders,18-64
Joaquim,159,male,flanders,18-64
Imran,159,male,flanders,18-64
Tamara,159,female,wallonia,0-17
Jasmina,159,female,flanders,0-17
Tiago,159,male,flanders,18-64
Lilia,159,female,brussels,0-17
Ibrahima,159,male,flanders,18-64
John,159,male,flanders,0-17
Tobias,159,male,wallonia,18-64
Remy,159,male,flanders,0-17
Ilhan,159,male,wallonia,0-17
Marius,159,male,brussels,0-17
Gisèle,159,female,flanders,0-17
Juliet,159,female,flanders,0-17
Aisha,159,female,flanders,18-64
Max,159,male,brussels,0-17
Luisa,159,female,flanders,18-64
Mariella,159,female,flanders,18-64
Marit,159,female,flanders,18-64
Fatme,159,female,flanders,18-64
Madeline,159,female,wallonia,0-17
Rayan,159,male,brussels,18-64
Kévin,159,male,brussels,18-64
Stephaan,159,male,flanders,65-inf
Andy,159,male,brussels,18-64
Johnny,159,male,brussels,18-64
Taner,159,male,flanders,18-64
Remko,159,male,flanders,18-64
Antoine,159,male,brussels,65-inf
Miray,159,female,flanders,0-17
Marion,159,female,flanders,0-17
Octaaf,159,male,flanders,65-inf
Mahmoud,158,male,wallonia,18-64
Emilie,158,female,flanders,65-inf
Gino,158,male,wallonia,65-inf
Nicholas,158,male,brussels,18-64
Khaddouj,158,female,brussels,65-inf
Pierre-Alexandre,158,male,wallonia,18-64
Leroy,158,male,flanders,18-64
Dwight,158,male,flanders,18-64
Abdallah,158,male,brussels,18-64
Ashley,158,male,flanders,18-64
Mohammad,158,male,wallonia,0-17
Marie-Henriette,158,female,wallonia,65-inf
Nelle,158,female,flanders,18-64
Audric,158,male,wallonia,18-64
Janice,158,female,flanders,18-64
Flora,158,female,flanders,18-64
El,158,female,flanders,18-64
Dorina,158,female,flanders,18-64
Rosine,158,female,wallonia,65-inf
Julie,158,female,wallonia,65-inf
Miel,158,male,flanders,18-64
Joséphine,158,female,flanders,0-17
Jasmien,158,female,flanders,0-17
Alex,158,female,flanders,0-17
Valeria,158,female,wallonia,18-64
Celia,158,female,wallonia,18-64
Inge,158,female,wallonia,18-64
Rosine,158,female,wallonia,18-64
Yens,158,male,flanders,18-64
Monia,158,female,flanders,18-64
Nour,158,female,brussels,18-64
Marin,158,male,flanders,18-64
Maya,158,female,brussels,18-64
Nelson,158,male,wallonia,0-17
Yaël,158,male,wallonia,0-17
Honoré,157,male,flanders,65-inf
Ayse,157,female,flanders,0-17
Aukje,157,female,flanders,0-17
Annelies,157,female,flanders,0-17
Othman,157,male,brussels,18-64
Sergiu,157,male,brussels,18-64
Diana,157,female,brussels,0-17
Jana,157,female,brussels,0-17
Nathéo,157,male,wallonia,0-17
Steven,157,male,wallonia,0-17
Emile,157,male,brussels,0-17
Christianna,157,female,flanders,65-inf
Wivina,157,female,flanders,65-inf
Gerben,157,male,flanders,0-17
Louay,157,male,flanders,0-17
Nelles,157,male,flanders,0-17
Tom,157,male,brussels,0-17
Elly,157,female,flanders,0-17
Eliott,157,male,brussels,0-17
Harry,157,male,wallonia,18-64
Ekrem,157,male,flanders,18-64
Othman,157,male,flanders,18-64
Romeo,157,male,flanders,18-64
Wolf,157,male,flanders,18-64
Arianne,157,female,flanders,18-64
Adelina,157,female,flanders,18-64
Jean-Pascal,157,male,wallonia,18-64
Arnold,157,male,wallonia,18-64
Oumou,157,female,brussels,18-64
Boubacar,157,male,brussels,18-64
Julia,157,female,brussels,65-inf
Johanna,157,female,wallonia,0-17
Angela,157,female,wallonia,0-17
Rebecca,156,female,wallonia,0-17
Leonardo,156,male,wallonia,0-17
Jonny,156,male,flanders,18-64
Liana,156,female,wallonia,0-17
Naël,156,male,flanders,0-17
Andrei,156,male,wallonia,18-64
Joséphine,156,female,brussels,18-64
Yaren,156,female,flanders,0-17
Gabriela,156,female,brussels,0-17
Samy,156,male,flanders,18-64
Christ'l,156,female,flanders,18-64
Rabia,156,female,flanders,0-17
Nika,156,female,flanders,0-17
Nieke,156,female,flanders,0-17
Linne,156,female,flanders,0-17
Davinia,156,female,flanders,18-64
Funda,156,female,flanders,18-64
René,156,male,flanders,0-17
Loris,156,male,flanders,0-17
Achille,156,male,wallonia,65-inf
Felix,156,male,brussels,0-17
Valentin,156,male,brussels,0-17
Obe,156,male,flanders,0-17
Leonardo,156,male,brussels,18-64
Nelson,156,male,flanders,0-17
Mathéo,156,male,wallonia,18-64
Sandy,156,male,wallonia,18-64
Ömer,156,male,wallonia,18-64
Adelina,156,female,flanders,65-inf
Naïm,156,male,flanders,0-17
Chaïma,156,female,brussels,18-64
Rosalia,156,female,flanders,18-64
Sabrina,156,female,flanders,0-17
Aleksandra,155,female,flanders,0-17
Zeynep,155,female,wallonia,0-17
Jutta,155,female,flanders,18-64
Boaz,155,male,flanders,0-17
Reza,155,male,flanders,18-64
Bradley,155,male,flanders,0-17
Alya,155,female,flanders,0-17
Shana,155,female,wallonia,18-64
Sabah,155,female,wallonia,18-64
Maïlys,155,female,wallonia,18-64
Flavie,155,female,wallonia,18-64
Krystyna,155,female,flanders,18-64
Joao,155,male,wallonia,18-64
Eslem,155,female,flanders,0-17
Franz,155,male,flanders,65-inf
Abdel,155,male,wallonia,18-64
Valentine,155,female,flanders,65-inf
Annetta,155,female,flanders,65-inf
Angeline,155,female,flanders,65-inf
Leopoldus,155,male,flanders,65-inf
Jeroen,155,male,brussels,18-64
Mustafa,155,male,brussels,0-17
Lucian,155,male,flanders,18-64
Roy,155,male,flanders,0-17
Rowan,155,male,flanders,0-17
Rami,155,male,flanders,0-17
Matias,155,male,flanders,0-17
Hussein,155,male,flanders,0-17
Fabio,155,male,flanders,0-17
Emin,155,male,flanders,18-64
Andrey,155,male,flanders,18-64
Morgan,155,male,wallonia,0-17
Louiza,155,female,brussels,18-64
Iris,155,female,brussels,18-64
Colette,155,female,brussels,18-64
Filip,155,male,wallonia,18-64
Tatiana,155,female,flanders,0-17
Anne-Christine,155,female,wallonia,18-64
Violeta,154,female,brussels,18-64
Riccardo,154,male,wallonia,18-64
Remi,154,male,wallonia,18-64
Baptiste,154,male,flanders,18-64
Hind,154,female,wallonia,18-64
Estella,154,female,flanders,65-inf
Carlo,154,male,brussels,18-64
Klaus,154,male,flanders,18-64
Yousef,154,male,flanders,0-17
Jaimy,154,male,flanders,0-17
Reda,154,male,flanders,18-64
Ramon,154,male,flanders,18-64
Mitchell,154,male,flanders,18-64
Luciana,154,female,wallonia,18-64
Yanaïka,154,female,flanders,0-17
Rosanne,154,female,flanders,0-17
Ouarda,154,female,flanders,18-64
Najoua,154,female,flanders,18-64
Meral,154,female,flanders,18-64
Anca,154,female,flanders,18-64
Lieselotte,154,female,flanders,0-17
Rémi,154,male,brussels,18-64
Axel,154,male,brussels,0-17
Josephine,154,female,wallonia,65-inf
Wendy,154,female,wallonia,0-17
Regine,154,female,flanders,65-inf
Mouna,154,female,wallonia,18-64
Nawal,154,female,wallonia,18-64
Yousra,154,female,wallonia,18-64
Zia,154,female,wallonia,0-17
Emeric,154,male,wallonia,0-17
Samia,154,female,wallonia,0-17
Vanina,153,female,wallonia,0-17
Ludivine,153,female,wallonia,0-17
Santo,153,male,wallonia,18-64
Noa,153,male,wallonia,18-64
Sue,153,female,flanders,0-17
Lukas,153,male,wallonia,18-64
Lenny,153,male,wallonia,18-64
Ousmane,153,male,brussels,18-64
Ismet,153,male,flanders,18-64
Brice,153,male,brussels,18-64
Aminata,153,female,brussels,18-64
Raquel,153,female,brussels,18-64
Sophia,153,female,brussels,18-64
Batuhan,153,male,flanders,0-17
Driss,153,male,flanders,0-17
Sven,153,male,brussels,18-64
Hildegard,153,female,wallonia,65-inf
Siem,153,male,flanders,0-17
Sam,153,male,brussels,18-64
Jean-Jacques,153,male,flanders,18-64
Aurelie,153,female,flanders,0-17
Mary,153,female,wallonia,65-inf
Marwa,153,female,flanders,18-64
Maeva,153,female,wallonia,18-64
Kenan,153,male,wallonia,0-17
Anton,153,male,wallonia,0-17
Sofiane,153,male,brussels,0-17
Lucien,153,male,brussels,0-17
Issam,153,male,brussels,0-17
Yildiz,153,female,flanders,18-64
Patrizia,153,female,flanders,18-64
Ornella,153,female,flanders,18-64
Ophélie,153,female,flanders,18-64
Charlien,153,female,flanders,18-64
Lincy,153,female,flanders,18-64
Isa,153,female,flanders,18-64
Rim,152,female,brussels,0-17
Salma,152,female,wallonia,18-64
Julian,152,male,brussels,0-17
Muhammed,152,male,brussels,0-17
Lidy,152,female,flanders,65-inf
Mathijs,152,male,flanders,65-inf
Julie,152,female,brussels,0-17
Gaëtan,152,male,wallonia,0-17
Leny,152,male,wallonia,0-17
Germaine,152,female,wallonia,18-64
Roxane,152,female,flanders,0-17
Florie,152,female,wallonia,18-64
Clothilde,152,female,wallonia,18-64
Luisa,152,female,wallonia,0-17
Nadia,152,female,wallonia,0-17
Nisa,152,female,wallonia,0-17
Amar,152,male,wallonia,18-64
Gwenaël,152,male,wallonia,18-64
Sonia,152,female,wallonia,0-17
Meryem,152,female,brussels,0-17
Davina,152,female,flanders,0-17
Tyler,152,male,flanders,0-17
Leslie,152,female,brussels,18-64
Odile,152,female,flanders,0-17
Gunnar,152,male,flanders,18-64
Idris,152,male,flanders,18-64
Nathalie,152,female,flanders,0-17
Anouschka,152,female,flanders,18-64
Aysun,152,female,flanders,18-64
Agathe,152,female,brussels,18-64
Federica,152,female,brussels,18-64
Safae,152,female,brussels,18-64
Glenn,152,male,flanders,0-17
Jerzy,152,male,flanders,18-64
Konrad,152,male,flanders,18-64
Stanislav,152,male,flanders,18-64
Elvire,152,female,wallonia,65-inf
Döndü,152,female,flanders,18-64
Nesrin,152,female,flanders,18-64
Rukiye,152,female,flanders,18-64
Félice,152,female,flanders,0-17
Carline,152,female,flanders,18-64
Vladimir,151,male,wallonia,18-64
Aïsha,151,female,flanders,0-17
Anis,151,male,wallonia,0-17
Kamel,151,male,wallonia,18-64
Natalya,151,female,flanders,18-64
Stacey,151,female,flanders,18-64
Edith,151,female,brussels,65-inf
Anita,151,female,brussels,65-inf
Aldo,151,male,wallonia,65-inf
Hans,151,male,wallonia,65-inf
Bernise,151,female,flanders,65-inf
Jocelyne,151,female,flanders,65-inf
Veronique,151,female,flanders,65-inf
Abdeslam,151,male,flanders,65-inf
Soumaya,151,female,wallonia,18-64
Margaret,151,female,flanders,18-64
Severine,151,female,wallonia,18-64
Serena,151,female,wallonia,18-64
Ramona,151,female,wallonia,18-64
Marie-Agnès,151,female,wallonia,18-64
Irene,151,female,wallonia,18-64
Flavia,151,female,wallonia,18-64
Amel,151,female,brussels,18-64
Lise,151,female,brussels,18-64
Nassira,151,female,brussels,18-64
Radia,151,female,brussels,18-64
Blaise,151,male,wallonia,18-64
Melike,151,female,flanders,18-64
Arife,151,female,flanders,18-64
Elissa,151,female,flanders,0-17
Taoufik,151,male,flanders,18-64
Fie,151,female,flanders,0-17
Katrijn,151,female,flanders,0-17
Nomi,151,female,flanders,0-17
Quinn,151,female,flanders,0-17
Sanae,151,female,flanders,0-17
Claudiu,151,male,flanders,18-64
Islam,151,male,flanders,18-64
Kristian,151,male,flanders,18-64
Laurenz,151,male,flanders,18-64
M'hamed,151,male,flanders,18-64
Shaun,151,male,flanders,18-64
Ziggy,151,male,flanders,18-64
Ismaël,151,male,flanders,0-17
Lore,151,female,wallonia,0-17
Gwenaëlle,151,female,wallonia,0-17
Gioia,151,female,wallonia,0-17
Timothy,151,male,brussels,18-64
Philip,151,male,brussels,18-64
Oumar,151,male,brussels,18-64
Nana,151,female,flanders,18-64
Cosmin,150,male,flanders,18-64
Levent,150,male,flanders,18-64
Liviu,150,male,flanders,18-64
Mostapha,150,male,flanders,18-64
Rien,150,male,flanders,18-64
Célia,150,female,brussels,0-17
Siska,150,female,flanders,0-17
Fatih,150,male,brussels,18-64
Maïly,150,female,wallonia,0-17
Paule,150,female,brussels,65-inf
Rodica,150,female,brussels,18-64
Marie-France,150,female,brussels,18-64
Luisa,150,female,brussels,18-64
Eleonora,150,female,brussels,18-64
Mao,150,male,wallonia,0-17
Issa,150,male,wallonia,0-17
Mariette,150,female,wallonia,18-64
Nuno,150,male,brussels,18-64
Christos,150,male,brussels,18-64
Jeannette,150,female,wallonia,65-inf
Nicholas,150,male,flanders,0-17
Miran,150,male,flanders,0-17
Aymane,150,male,flanders,0-17
Irem,150,female,flanders,18-64
Lola,150,female,flanders,18-64
Morgan,150,female,flanders,18-64
Shani,150,female,flanders,18-64
Shania,150,female,flanders,18-64
Dylan,150,male,brussels,0-17
Andrei,150,male,brussels,0-17
Corinne,150,female,wallonia,65-inf
Ellen,150,female,wallonia,18-64
Carl,150,male,wallonia,65-inf
Ermelinda,149,female,flanders,18-64
Nikolaos,149,male,flanders,18-64
Vadim,149,male,flanders,18-64
Aïcha,149,female,wallonia,65-inf
Melinda,149,female,wallonia,18-64
Luigi,149,male,brussels,18-64
Magali,149,female,flanders,0-17
Mona,149,female,wallonia,0-17
Ziyad,149,male,flanders,0-17
Samy,149,male,flanders,0-17
Kas,149,male,flanders,0-17
Hector,149,male,flanders,0-17
Eric,149,male,flanders,0-17
Wiam,149,female,brussels,0-17
Grace,149,female,wallonia,18-64
Asya,149,female,wallonia,0-17
Nihat,149,male,flanders,18-64
Edgard,149,male,wallonia,18-64
Manfred,149,male,wallonia,65-inf
Mariama,149,female,flanders,0-17
Mark,149,male,wallonia,18-64
Iyad,149,male,brussels,0-17
Livia,149,female,wallonia,18-64
Alfredo,149,male,wallonia,18-64
Marie-Christine,149,female,brussels,18-64
Ana,149,female,brussels,65-inf
Marie-Claire,149,female,brussels,65-inf
Aya,149,female,brussels,18-64
Edgar,148,male,wallonia,0-17
Nelson,148,male,brussels,18-64
Hadrien,148,male,brussels,18-64
Freddy,148,male,brussels,18-64
Dalila,148,female,brussels,18-64
Ellen,148,female,brussels,18-64
Hava,148,female,brussels,18-64
Arnoud,148,male,flanders,18-64
Teun,148,male,flanders,0-17
Arielle,148,female,wallonia,18-64
Lin,148,female,flanders,18-64
El,148,male,wallonia,65-inf
Raphaël,148,male,wallonia,65-inf
Werner,148,male,wallonia,65-inf
Claudia,148,female,flanders,0-17
Pablo,148,male,brussels,0-17
Mauricette,148,female,flanders,65-inf
Neslihan,148,female,flanders,18-64
Mariya,148,female,flanders,18-64
Inna,148,female,flanders,18-64
Hanan,148,female,wallonia,18-64
Georgiana,148,female,flanders,18-64
Dalila,148,female,flanders,18-64
Xanthe,148,female,flanders,0-17
Albert,148,male,flanders,0-17
Denzel,148,male,flanders,0-17
Mano,148,male,flanders,0-17
Noud,148,male,flanders,0-17
Odile,148,female,brussels,18-64
Irena,148,female,brussels,18-64
Allan,148,male,flanders,18-64
Joy,148,female,wallonia,0-17
Gabriele,148,male,wallonia,18-64
Geoffroy,148,male,flanders,18-64
Jean-Michel,148,male,flanders,18-64
Oktay,148,male,flanders,18-64
Sasha,148,male,flanders,18-64
Maryvonne,148,female,wallonia,65-inf
Ümit,148,male,flanders,18-64
Wilfried,148,male,wallonia,18-64
Issam,148,male,wallonia,18-64
June,148,female,wallonia,0-17
Adnan,148,male,wallonia,18-64
Kyara,148,female,wallonia,0-17
Jayden,147,male,wallonia,0-17
Taoufik,147,male,brussels,18-64
Siméon,147,male,wallonia,0-17
Emmy,147,female,flanders,0-17
Ramses,147,male,flanders,18-64
Chrystel,147,female,wallonia,18-64
Youri,147,male,wallonia,0-17
Tony,147,male,brussels,18-64
Israa,147,female,flanders,0-17
Milana,147,female,flanders,0-17
Iljo,147,male,flanders,0-17
Luis,147,male,flanders,0-17
Angeline,147,female,flanders,18-64
Anton,147,male,brussels,18-64
Aliyah,147,female,wallonia,0-17
Louana,147,female,wallonia,0-17
Patrick,147,male,flanders,0-17
Rémy,147,male,flanders,0-17
Tiphaine,147,female,wallonia,18-64
Marouane,147,male,flanders,18-64
Nikolas,147,male,flanders,18-64
Evita,147,female,flanders,18-64
Jenny,147,female,brussels,18-64
Bartel,147,male,flanders,18-64
Cem,147,male,flanders,18-64
Luciano,147,male,flanders,18-64
Marlon,147,male,flanders,18-64
Ivona,147,female,flanders,65-inf
Tülay,147,female,flanders,18-64
Gizem,147,female,flanders,18-64
Robine,147,female,flanders,18-64
Zoubida,147,female,brussels,18-64
Hülya,147,female,wallonia,18-64
Cecilia,147,female,brussels,18-64
Katlijn,147,female,flanders,18-64
Kjenta,147,female,flanders,18-64
Luca,147,female,flanders,18-64
Yahya,147,male,wallonia,18-64
Youness,146,male,flanders,18-64
Vittorio,146,male,wallonia,65-inf
Asmaa,146,female,wallonia,18-64
Miriam,146,female,wallonia,18-64
Jelte,146,male,flanders,0-17
Corentin,146,male,flanders,18-64
Annick,146,female,flanders,65-inf
Yuliya,146,female,flanders,18-64
Lutgarda,146,female,flanders,18-64
Benedikte,146,female,flanders,18-64
Amelia,146,female,flanders,18-64
Habib,146,male,flanders,18-64
Lani,146,female,flanders,0-17
Jorre,146,male,flanders,18-64
Romane,146,female,brussels,0-17
Sofie,146,female,wallonia,18-64
Célia,146,female,flanders,0-17
Soufian,146,male,flanders,18-64
Helin,146,female,flanders,0-17
Eugène,146,male,wallonia,18-64
Emre,146,male,brussels,18-64
Mimoun,146,male,brussels,65-inf
Koen,146,male,brussels,18-64
Abdelali,146,male,brussels,18-64
Karim,146,male,wallonia,0-17
Otman,146,male,brussels,18-64
Loredana,146,female,brussels,18-64
Manuel,145,male,brussels,65-inf
Orhan,145,male,brussels,18-64
Edith,145,female,brussels,18-64
Alan,145,male,brussels,18-64
Lilya,145,female,brussels,0-17
Mihail,145,male,brussels,18-64
Amel,145,female,wallonia,18-64
Chrystelle,145,female,wallonia,18-64
Romy,145,female,wallonia,18-64
Touria,145,female,wallonia,18-64
Yasin,145,male,brussels,18-64
Anick,145,female,flanders,18-64
Ömer,145,male,brussels,18-64
Jitske,145,female,flanders,18-64
Abbas,145,male,flanders,18-64
Gülsen,145,female,flanders,18-64
Mimount,145,female,brussels,65-inf
Salim,145,male,wallonia,0-17
Dorothea,145,female,flanders,18-64
Anneliese,145,female,flanders,18-64
Valentina,145,female,brussels,0-17
Ionela,145,female,brussels,18-64
Kayla,145,female,flanders,0-17
Jayson,145,male,flanders,0-17
Kendra,145,female,wallonia,0-17
Orlando,145,male,wallonia,18-64
Massimo,145,male,flanders,0-17
Dick,145,male,flanders,18-64
Neal,145,male,flanders,0-17
Gaston,145,male,wallonia,18-64
Dionysia,145,female,flanders,65-inf
Elie,145,male,wallonia,65-inf
Mustafa,145,male,flanders,65-inf
Matti,145,male,flanders,18-64
Ilja,145,male,flanders,18-64
Siham,145,female,flanders,0-17
John,145,male,wallonia,65-inf
Malik,144,male,wallonia,18-64
Sylvain,144,male,wallonia,65-inf
Giovanna,144,female,brussels,18-64
Bianca,144,female,brussels,18-64
Anis,144,male,brussels,0-17
Abdoulaye,144,male,brussels,0-17
Gülcan,144,female,flanders,18-64
Ronald,144,male,wallonia,65-inf
Cemile,144,female,flanders,18-64
Hanife,144,female,flanders,18-64
Louiza,144,female,flanders,65-inf
Mariane,144,female,flanders,18-64
Ibrahima,144,male,wallonia,18-64
Saadia,144,female,flanders,18-64
Yente,144,female,flanders,18-64
Gerlando,144,male,wallonia,18-64
Alessia,144,female,brussels,18-64
Riccardo,144,male,flanders,18-64
Lenke,144,female,flanders,0-17
Donato,144,male,wallonia,18-64
Abdallah,144,male,wallonia,18-64
Nolwenn,144,female,wallonia,0-17
Daphné,144,female,wallonia,0-17
Nouh,144,male,flanders,0-17
Jeffrey,144,male,flanders,0-17
Aliyah,144,female,flanders,0-17
Enya,144,female,flanders,0-17
Renato,144,male,flanders,18-64
Mevlüt,144,male,flanders,18-64
Kylian,144,male,flanders,18-64
Diëgo,144,male,flanders,18-64
Aimé,144,male,flanders,18-64
Adèle,144,female,brussels,0-17
Clémence,144,female,brussels,0-17
Océane,144,female,brussels,0-17
Francisca,144,female,wallonia,18-64
Wim,144,male,brussels,18-64
Talia,144,female,flanders,0-17
Yade,144,female,flanders,0-17
Annette,144,female,brussels,65-inf
Nael,144,male,wallonia,0-17
Flora,144,female,wallonia,65-inf
Salvatore,144,male,brussels,65-inf
Silvano,143,male,wallonia,18-64
Dany,143,male,wallonia,65-inf
Pierrick,143,male,wallonia,18-64
Collette,143,female,wallonia,65-inf
Urszula,143,female,brussels,18-64
Mathéo,143,male,brussels,0-17
Nabil,143,male,brussels,0-17
Katrien,143,female,brussels,18-64
Fatna,143,female,brussels,18-64
Danuta,143,female,brussels,18-64
Palmyre,143,female,flanders,65-inf
Sanae,143,female,wallonia,18-64
Benedicte,143,female,wallonia,18-64
Erna,143,female,wallonia,65-inf
Monika,143,female,wallonia,65-inf
Diana,143,female,wallonia,65-inf
Luciano,143,male,wallonia,0-17
Ismael,143,male,flanders,18-64
Hakan,143,male,brussels,18-64
Joséphine,143,female,brussels,0-17
Renske,143,female,flanders,18-64
Luana,143,female,flanders,18-64
Laila,143,female,flanders,0-17
Ruby,143,female,flanders,0-17
Günter,143,male,flanders,18-64
Ilie,143,male,flanders,18-64
Julio,143,male,flanders,18-64
Kai,143,male,flanders,18-64
Miroslaw,143,male,flanders,18-64
Lamia,143,female,flanders,18-64
Pietro,143,male,brussels,18-64
Damian,143,male,brussels,18-64
Badr,143,male,brussels,18-64
Yenthe,143,male,flanders,0-17
Wietse,143,male,flanders,0-17
Mattiz,143,male,flanders,0-17
Gretel,143,female,flanders,18-64
