name,count,gender,area,age
Renaldo,35,male,flanders,18-64
Rizvan,35,male,flanders,18-64
Romario,35,male,flanders,18-64
Sercan,35,male,flanders,18-64
Jeff,35,male,wallonia,18-64
Jakub,35,male,wallonia,18-64
Honoré,35,male,wallonia,18-64
Haydar,35,male,wallonia,18-64
Fortunato,35,male,wallonia,18-64
Florimond,35,male,wallonia,18-64
Erdem,35,male,wallonia,18-64
Elliott,35,male,wallonia,18-64
Conrad,35,male,wallonia,18-64
Chakib,35,male,wallonia,18-64
Can,35,male,wallonia,18-64
Azeddine,35,male,wallonia,18-64
Aurelien,35,male,wallonia,18-64
Arman,35,male,wallonia,18-64
Aleksandar,35,male,wallonia,18-64
Aland,35,male,wallonia,18-64
Lamine,35,male,wallonia,18-64
Loucas,35,male,wallonia,18-64
Nikita,35,male,wallonia,18-64
Ozan,35,male,wallonia,18-64
Petrus,35,male,wallonia,18-64
Sérgio,35,male,wallonia,18-64
Yahia,35,male,wallonia,18-64
Yousef,35,male,wallonia,18-64
Ziya,35,male,flanders,18-64
Trevor,35,male,flanders,18-64
Tashi,35,male,flanders,18-64
Suleiman,35,male,flanders,18-64
Styn,35,male,flanders,18-64
Nadine,35,female,brussels,0-17
Mya,35,female,brussels,0-17
Ilona,35,female,brussels,0-17
Alpaslan,35,male,flanders,18-64
Ferdinando,35,male,wallonia,65-inf
Jakob,35,male,wallonia,65-inf
Jerzy,35,male,wallonia,65-inf
Maximilien,35,male,wallonia,65-inf
Michelangelo,35,male,wallonia,65-inf
Mostafa,35,male,wallonia,65-inf
Pierino,35,male,wallonia,65-inf
Rudi,35,male,wallonia,65-inf
Inas,35,female,brussels,18-64
Ine,35,female,brussels,18-64
Kristien,35,female,brussels,18-64
Kristin,35,female,brussels,18-64
Lilian,35,female,brussels,18-64
Lucienne,35,female,brussels,18-64
Zaina,35,female,flanders,0-17
Wassila,35,female,flanders,0-17
Tiziana,35,female,flanders,0-17
Syrah,35,female,flanders,0-17
Susan,35,female,flanders,0-17
Suri,35,female,flanders,0-17
Shani,35,female,flanders,0-17
Sania,35,female,flanders,0-17
Jos,35,male,wallonia,18-64
Ayaan,35,male,brussels,0-17
Bilel,35,male,brussels,0-17
Ediz,35,male,brussels,0-17
Firas,35,male,brussels,0-17
François,35,male,brussels,0-17
Haytem,35,male,brussels,0-17
Fabrice,35,male,wallonia,65-inf
Anderson,35,male,flanders,18-64
Halimatou,35,female,brussels,0-17
Augustine,35,male,flanders,18-64
Merita,35,female,brussels,18-64
Fanta,35,female,brussels,0-17
Ayse,35,female,brussels,0-17
Albane,35,female,brussels,0-17
Jense,35,male,flanders,18-64
Adélaïde,35,female,brussels,18-64
Alisson,35,female,brussels,18-64
Anne-Charlotte,35,female,brussels,18-64
Anne-Cécile,35,female,brussels,18-64
Aysegül,35,female,brussels,18-64
Dorcas,35,female,brussels,18-64
Fatimata,35,female,brussels,18-64
Gülten,35,female,brussels,18-64
Huriye,35,female,brussels,18-64
Ilknur,35,female,brussels,18-64
Jamshid,35,male,flanders,18-64
Illya,35,male,flanders,18-64
Hammadi,35,male,flanders,18-64
Haitham,35,male,flanders,18-64
Guiseppe,35,male,flanders,18-64
Fábio,35,male,flanders,18-64
Free,35,male,flanders,18-64
Erwan,35,male,flanders,18-64
Emirhan,35,male,flanders,18-64
Donaat,35,male,flanders,18-64
Damiaan,35,male,flanders,18-64
Byulent,35,male,flanders,18-64
Boyd,35,male,flanders,18-64
Boguslaw,35,male,flanders,18-64
Yee,35,female,flanders,18-64
Marika,35,female,brussels,18-64
Umberto,35,male,brussels,18-64
Tybe,35,male,flanders,0-17
Florica,35,female,wallonia,18-64
Georgiana,35,female,wallonia,18-64
Gwendolina,35,female,wallonia,18-64
Hadja,35,female,wallonia,18-64
Halina,35,female,wallonia,18-64
Hanaa,35,female,wallonia,18-64
Hayet,35,female,wallonia,18-64
Jing,35,female,wallonia,18-64
Keziban,35,female,wallonia,18-64
Klaudia,35,female,wallonia,18-64
Laetizia,35,female,wallonia,18-64
Marie-Béatrice,35,female,wallonia,18-64
Maylis,35,female,wallonia,18-64
Meghann,35,female,wallonia,18-64
Mehtap,35,female,wallonia,18-64
Nafissa,35,female,wallonia,18-64
Najwa,35,female,wallonia,18-64
Noëla,35,female,wallonia,18-64
Orianne,35,female,wallonia,18-64
Fallone,35,female,wallonia,18-64
Encarnacion,35,female,wallonia,18-64
Emina,35,female,wallonia,18-64
Cigdem,35,female,wallonia,18-64
Yan,35,male,flanders,0-17
Alfonsina,35,female,wallonia,18-64
Alla,35,female,wallonia,18-64
Binta,35,female,wallonia,18-64
Birsen,35,female,wallonia,18-64
Bozena,35,female,wallonia,18-64
Camila,35,female,wallonia,18-64
Carolle,35,female,wallonia,18-64
Clarence,35,female,wallonia,18-64
Emerence,35,female,wallonia,18-64
Dalia,35,female,wallonia,18-64
Doina,35,female,wallonia,18-64
Drita,35,female,wallonia,18-64
Rana,35,female,wallonia,0-17
Nancy,35,female,wallonia,0-17
Manola,35,female,wallonia,0-17
Maddy,35,female,wallonia,0-17
Lisy,35,female,wallonia,0-17
Perihan,35,female,wallonia,18-64
Rafaela,35,female,wallonia,18-64
Sanela,35,female,wallonia,18-64
Jürgen,35,male,flanders,65-inf
Suna,35,female,wallonia,18-64
Venkata,35,male,brussels,18-64
Özgür,35,male,brussels,18-64
Svitlana,35,female,wallonia,18-64
Valène,35,female,wallonia,18-64
Tom,35,male,flanders,65-inf
Robin,35,male,flanders,65-inf
Philibert,35,male,flanders,65-inf
Jerzy,35,male,flanders,65-inf
Selçuk,35,male,brussels,18-64
Gommarus,35,male,flanders,65-inf
Giorgio,35,male,flanders,65-inf
Franck,35,male,flanders,65-inf
Alfredo,35,male,flanders,65-inf
Abderrahmane,35,male,flanders,65-inf
Pieter,35,male,brussels,65-inf
Dimitrios,35,male,brussels,65-inf
Christos,35,male,brussels,65-inf
Si,35,male,brussels,18-64
Scott,35,male,brussels,18-64
Stefana,35,female,wallonia,18-64
Bujar,35,male,brussels,18-64
Keren,35,female,wallonia,0-17
Jessie,35,female,wallonia,0-17
Jamila,35,female,wallonia,0-17
Isabel,35,female,wallonia,0-17
Gizem,35,female,wallonia,0-17
Cassiopée,35,female,wallonia,0-17
Camilia,35,female,wallonia,0-17
Berfin,35,female,wallonia,0-17
Duc,35,male,brussels,18-64
Pieter-Jan,35,male,brussels,18-64
Faissal,35,male,brussels,18-64
Houssein,35,male,brussels,18-64
Imed,35,male,brussels,18-64
Ireneusz,35,male,brussels,18-64
Jurgen,35,male,brussels,18-64
Mahmood,35,male,brussels,18-64
Marc-Antoine,35,male,brussels,18-64
Mohsine,35,male,brussels,18-64
War,35,male,flanders,0-17
Aisha,35,female,wallonia,18-64
Timotei,35,male,flanders,0-17
Zoé,35,female,flanders,65-inf
Warren,35,male,wallonia,0-17
Bethy,35,female,flanders,65-inf
Béatrix,35,female,flanders,65-inf
Theodor,35,male,flanders,0-17
Elisabetha,35,female,flanders,65-inf
Hendrina,35,female,flanders,65-inf
Abdelkader,35,male,flanders,0-17
Darren,35,male,flanders,0-17
Angelika,35,female,flanders,65-inf
Abou,35,male,flanders,0-17
Aitor,35,male,flanders,0-17
Amani,35,male,flanders,0-17
Asim,35,male,flanders,0-17
Batist,35,male,flanders,0-17
Vince,35,male,wallonia,0-17
Toma,35,male,wallonia,0-17
Tayler,35,male,wallonia,0-17
Ryad,35,male,wallonia,0-17
Rudy,35,male,wallonia,0-17
Massimiliano,35,male,wallonia,0-17
Manoë,35,male,wallonia,0-17
Mahmoud,35,male,wallonia,0-17
Maher,35,male,wallonia,0-17
Luckas,35,male,wallonia,0-17
Kassim,35,male,wallonia,0-17
Ethann,35,male,wallonia,0-17
Eduardo,35,male,wallonia,0-17
Deni,35,male,wallonia,0-17
Costa,35,male,wallonia,0-17
Ayan,35,male,wallonia,0-17
Amjad,35,male,wallonia,0-17
Carl,35,male,flanders,0-17
Abdoullah,35,male,flanders,0-17
Dawoud,35,male,flanders,0-17
Konstantinos,35,male,flanders,0-17
Stefano,35,male,flanders,0-17
Soulaimane,35,male,flanders,0-17
Simone,35,male,flanders,0-17
Pifte,35,male,flanders,0-17
Piet,35,male,flanders,0-17
Mordechai,35,male,flanders,0-17
Mohamed-Amin,35,male,flanders,0-17
Moesa,35,male,flanders,0-17
Dimas,35,male,flanders,0-17
Liaz,35,male,flanders,0-17
Leopold,35,male,flanders,0-17
Kor,35,male,flanders,0-17
Albina,35,female,flanders,65-inf
Jorg,35,male,flanders,0-17
Greg,35,male,flanders,0-17
Kamal,35,male,flanders,0-17
Kaï,35,male,flanders,0-17
Jenson,35,male,flanders,0-17
Ebubekir,35,male,flanders,0-17
Tommaso,34,male,brussels,0-17
Tarek,34,male,brussels,0-17
Peter,34,male,brussels,0-17
Nicola,34,male,brussels,0-17
Tomás,34,male,brussels,0-17
Vilma,34,female,wallonia,65-inf
Thérèsa,34,female,wallonia,65-inf
Nicholas,34,male,brussels,0-17
Nasser,34,male,brussels,0-17
Téo,34,male,brussels,0-17
Majd,34,male,brussels,0-17
Veronika,34,female,flanders,65-inf
Petronella,34,female,wallonia,65-inf
Nella,34,female,wallonia,65-inf
Lewis,34,male,brussels,0-17
Gabin,34,male,brussels,0-17
Sofía,34,female,brussels,0-17
Abderahman,34,male,brussels,0-17
Florent,34,male,brussels,0-17
Ezra,34,male,brussels,0-17
Enis,34,male,brussels,0-17
Sylva,34,female,wallonia,65-inf
Sofia,34,female,wallonia,65-inf
Rosalba,34,female,wallonia,65-inf
Gloria,34,female,wallonia,65-inf
Hubertina,34,female,wallonia,65-inf
Bradley,34,male,brussels,0-17
Célien,34,male,wallonia,0-17
Adame,34,male,wallonia,0-17
Soren,34,male,wallonia,0-17
Tyago,34,male,wallonia,0-17
Amanda,34,female,brussels,0-17
Anne,34,female,brussels,0-17
Fatou,34,female,brussels,0-17
Gaëlle,34,female,brussels,0-17
Jane,34,female,brussels,0-17
Mélissa,34,female,brussels,0-17
Nelly,34,female,brussels,0-17
Nermine,34,female,brussels,0-17
Noemi,34,female,brussels,0-17
Sania,34,female,brussels,0-17
Zoran,34,male,brussels,18-64
Toine,34,male,wallonia,0-17
Tilio,34,male,wallonia,0-17
Samuele,34,male,wallonia,0-17
Arthus,34,male,wallonia,0-17
Samet,34,male,wallonia,0-17
Nikola,34,male,wallonia,0-17
Medhi,34,male,wallonia,0-17
Martial,34,male,wallonia,0-17
Leano,34,male,wallonia,0-17
Joe,34,male,wallonia,0-17
Jefferson,34,male,wallonia,0-17
Isaïah,34,male,wallonia,0-17
Haris,34,male,wallonia,0-17
Fadi,34,male,wallonia,0-17
Davy,34,male,wallonia,0-17
Casey,34,male,wallonia,0-17
Biagio,34,male,wallonia,0-17
Aurèle,34,male,wallonia,0-17
Yousef,34,male,brussels,0-17
Thobias,34,male,flanders,0-17
Yvon,34,male,brussels,18-64
Athena,34,female,flanders,18-64
Gert,34,female,flanders,18-64
Firdevs,34,female,flanders,18-64
Fatine,34,female,flanders,18-64
Emanuelle,34,female,flanders,18-64
Eli,34,female,flanders,18-64
Elga,34,female,flanders,18-64
Elene,34,female,flanders,18-64
Danijela,34,female,flanders,18-64
Csilla,34,female,flanders,18-64
Crista,34,female,flanders,18-64
Chantalle,34,female,flanders,18-64
Britte,34,female,flanders,18-64
Bibiane,34,female,flanders,18-64
Aurélia,34,female,flanders,18-64
Arlene,34,female,flanders,18-64
Hadda,34,female,brussels,65-inf
An-Sophie,34,female,flanders,18-64
Alisha,34,female,flanders,18-64
Alexandrina,34,female,flanders,18-64
Adelheidis,34,female,flanders,18-64
Wassila,34,female,wallonia,0-17
Tanaïs,34,female,wallonia,0-17
Soukaïna,34,female,wallonia,0-17
Noëmie,34,female,wallonia,0-17
Noémy,34,female,wallonia,0-17
Madyson,34,female,wallonia,0-17
Lindsey,34,female,wallonia,0-17
Lenna,34,female,wallonia,0-17
Fany,34,female,wallonia,0-17
Alexandra,34,female,brussels,65-inf
Hadewig,34,female,flanders,18-64
Hicran,34,female,flanders,18-64
Imaani,34,female,flanders,18-64
Inci,34,female,flanders,18-64
Yin,34,female,flanders,18-64
Yati,34,female,flanders,18-64
Yassmina,34,female,flanders,18-64
Walaa,34,female,flanders,18-64
Suleika,34,female,flanders,18-64
Stefani,34,female,flanders,18-64
Sevgyul,34,female,flanders,18-64
Sevdzhan,34,female,flanders,18-64
Selam,34,female,flanders,18-64
Sanna,34,female,flanders,18-64
Sahila,34,female,flanders,18-64
Robina,34,female,flanders,18-64
Quirine,34,female,flanders,18-64
Ouafila,34,female,flanders,18-64
Nesibe,34,female,flanders,18-64
Mette,34,female,flanders,18-64
Megane,34,female,flanders,18-64
Maïthé,34,female,flanders,18-64
Marth,34,female,flanders,18-64
Malaika,34,female,flanders,18-64
Lyudmyla,34,female,flanders,18-64
Lucrèse,34,female,flanders,18-64
Lirije,34,female,flanders,18-64
Liesse,34,female,flanders,18-64
Laureen,34,female,flanders,18-64
Lama,34,female,flanders,18-64
Josee,34,female,flanders,18-64
Johanne,34,female,flanders,18-64
Jella,34,female,flanders,18-64
Eugenia,34,female,brussels,65-inf
Lidia,34,female,brussels,65-inf
Vassilios,34,male,brussels,18-64
Fernand,34,male,brussels,18-64
Safiatou,34,female,brussels,18-64
Sally,34,female,brussels,18-64
Souraya,34,female,brussels,18-64
Stacy,34,female,brussels,18-64
Stavroula,34,female,brussels,18-64
Vivian,34,female,brussels,18-64
Wiktoria,34,female,brussels,18-64
Raphaëlle,34,female,flanders,65-inf
Aram,34,male,brussels,18-64
Aïssa,34,male,brussels,18-64
Clement,34,male,brussels,18-64
Elio,34,male,brussels,18-64
Fahd,34,male,brussels,18-64
Faycal,34,male,brussels,18-64
Gyunay,34,male,brussels,18-64
Monica,34,female,brussels,65-inf
Hadi,34,male,brussels,18-64
Hamidou,34,male,brussels,18-64
Hristo,34,male,brussels,18-64
Ilker,34,male,brussels,18-64
Jeremie,34,male,brussels,18-64
Joâo,34,male,brussels,18-64
Kazimierz,34,male,brussels,18-64
Mohand,34,male,brussels,18-64
Nasreddine,34,male,brussels,18-64
Oleksandr,34,male,brussels,18-64
Pawe,34,male,brussels,18-64
Rashid,34,male,brussels,18-64
Rudolf,34,male,brussels,18-64
Timo,34,male,brussels,18-64
Regine,34,female,brussels,18-64
Nadejda,34,female,brussels,18-64
Mounira,34,female,brussels,18-64
Lisette,34,female,brussels,18-64
Rosalia,34,female,brussels,65-inf
Rosario,34,female,brussels,65-inf
Roseline,34,female,brussels,65-inf
Sarah,34,female,brussels,65-inf
Virginie,34,female,brussels,65-inf
Emna,34,female,wallonia,0-17
Eleni,34,female,wallonia,0-17
Dorine,34,female,wallonia,0-17
Danaë,34,female,wallonia,0-17
Brianna,34,female,wallonia,0-17
Andreea,34,female,wallonia,0-17
Alisa,34,female,wallonia,0-17
Abygaël,34,female,wallonia,0-17
Ahlem,34,female,brussels,18-64
Anisoara,34,female,brussels,18-64
Anne-Lise,34,female,brussels,18-64
Antonietta,34,female,brussels,18-64
Carlotta,34,female,brussels,18-64
Eleanor,34,female,brussels,18-64
Espérance,34,female,brussels,18-64
Ghada,34,female,brussels,18-64
Güler,34,female,brussels,18-64
Hasmik,34,female,brussels,18-64
Hassanatou,34,female,brussels,18-64
Josée,34,female,brussels,18-64
Kaouthar,34,female,brussels,18-64
Katleen,34,female,brussels,18-64
Katy,34,female,brussels,18-64
Khadidja,34,female,brussels,18-64
Sandra,34,female,flanders,65-inf
Romayssa,34,female,flanders,0-17
Milouda,34,female,flanders,65-inf
Bodhi,34,male,flanders,0-17
Steffen,34,male,flanders,0-17
Sonny,34,male,flanders,0-17
Selman,34,male,flanders,0-17
Sebas,34,male,flanders,0-17
Saleh,34,male,flanders,0-17
Ron,34,male,flanders,0-17
Rio,34,male,flanders,0-17
Raúl,34,male,flanders,0-17
Omid,34,male,flanders,0-17
Nate,34,male,flanders,0-17
Moncef,34,male,flanders,0-17
Michele,34,male,flanders,0-17
Matto,34,male,flanders,0-17
Mathice,34,male,flanders,0-17
Mahmut,34,male,flanders,0-17
Léonard,34,male,flanders,0-17
Kyani,34,male,flanders,0-17
Keandro,34,male,flanders,0-17
Jelco,34,male,flanders,0-17
Iker,34,male,flanders,0-17
Frederic,34,male,flanders,0-17
Fille,34,male,flanders,0-17
Federico,34,male,flanders,0-17
Fedde,34,male,flanders,0-17
Dexter,34,male,flanders,0-17
Dawoed,34,male,flanders,0-17
Bryce,34,male,flanders,0-17
Taylor,34,male,flanders,0-17
Theodore,34,male,flanders,0-17
Thanh,34,female,wallonia,18-64
Rida,34,male,wallonia,18-64
Houssam,34,male,wallonia,18-64
Innocent,34,male,wallonia,18-64
Karl-Heinz,34,male,wallonia,18-64
Kerem,34,male,wallonia,18-64
Konstantin,34,male,wallonia,18-64
Lawrence,34,male,wallonia,18-64
Lorent,34,male,wallonia,18-64
Lukasz,34,male,wallonia,18-64
M'hamed,34,male,wallonia,18-64
Maciej,34,male,wallonia,18-64
Patricio,34,male,wallonia,18-64
Riadh,34,male,wallonia,18-64
Selçuk,34,male,wallonia,18-64
Tetiana,34,female,wallonia,18-64
Stanislaw,34,male,wallonia,18-64
Trystan,34,male,wallonia,18-64
Vasco,34,male,wallonia,18-64
Neriman,34,female,wallonia,18-64
Perle,34,female,wallonia,18-64
Rebeca,34,female,wallonia,18-64
Ria,34,female,wallonia,18-64
Rosemarie,34,female,wallonia,18-64
Sabiha,34,female,wallonia,18-64
Shania,34,female,wallonia,18-64
Shauna,34,female,wallonia,18-64
Teodora,34,female,wallonia,18-64
Brieuc,34,male,flanders,0-17
Amer,34,male,flanders,0-17
Marie-Therèse,34,female,flanders,65-inf
Ajan,34,male,flanders,0-17
Xeno,34,male,flanders,18-64
Warren,34,male,flanders,18-64
Volker,34,male,flanders,18-64
Ties,34,male,flanders,18-64
Thibauld,34,male,flanders,18-64
Tamás,34,male,flanders,18-64
Taher,34,male,flanders,18-64
Shahid,34,male,flanders,18-64
Seref,34,male,flanders,18-64
Sanjay,34,male,flanders,18-64
Sabir,34,male,flanders,18-64
Rakesh,34,male,flanders,18-64
Nidal,34,male,flanders,18-64
Nelu,34,male,flanders,18-64
Morteza,34,male,flanders,18-64
Miro,34,male,flanders,18-64
Marnicq,34,male,flanders,18-64
Majd,34,male,flanders,18-64
Luuk,34,male,flanders,18-64
Lorens,34,male,flanders,18-64
Koffi,34,male,flanders,18-64
Jayson,34,male,flanders,18-64
Hassen,34,male,flanders,18-64
Harutyun,34,male,flanders,18-64
Gurpreet,34,male,flanders,18-64
Gregorio,34,male,flanders,18-64
Galin,34,male,flanders,18-64
Yahia,34,male,flanders,18-64
Zahid,34,male,flanders,18-64
Fabiaan,34,male,flanders,18-64
Bahattin,34,male,flanders,18-64
Afonso,34,male,flanders,0-17
Abdalla,34,male,flanders,18-64
Abdelghafour,34,male,flanders,18-64
Abdellaziz,34,male,flanders,18-64
Abdesselam,34,male,flanders,18-64
Aiman,34,male,flanders,18-64
Alperen,34,male,flanders,18-64
Annick,34,male,flanders,18-64
Apostolos,34,male,flanders,18-64
Ariel,34,male,flanders,18-64
Ashish,34,male,flanders,18-64
Auguste,34,male,flanders,18-64
Balwinder,34,male,flanders,18-64
Erich,34,male,flanders,18-64
Barthel,34,male,flanders,18-64
Basel,34,male,flanders,18-64
Beslan,34,male,flanders,18-64
Bobby,34,male,flanders,18-64
Bodhi,34,male,flanders,18-64
Burt,34,male,flanders,18-64
Calin,34,male,flanders,18-64
Chokri,34,male,flanders,18-64
Dardan,34,male,flanders,18-64
Diederich,34,male,flanders,18-64
Door,34,male,flanders,18-64
Elliott,34,male,flanders,18-64
Hassen,34,male,wallonia,18-64
Godefroid,34,male,wallonia,18-64
Flavian,34,male,wallonia,18-64
Ettore,34,male,wallonia,18-64
Lilian,34,female,flanders,0-17
Lujain,34,female,flanders,0-17
Lyo,34,female,flanders,0-17
Maelys,34,female,flanders,0-17
Mariame,34,female,flanders,0-17
Nancy,34,female,flanders,0-17
Nermine,34,female,flanders,0-17
Paloma,34,female,flanders,0-17
Rein,34,female,flanders,0-17
Yun,34,female,flanders,18-64
Rozan,34,female,flanders,0-17
Serra,34,female,flanders,0-17
Silvana,34,female,flanders,0-17
Soukayna,34,female,flanders,0-17
Tiele,34,female,flanders,0-17
Trui,34,female,flanders,0-17
Willeke,34,female,flanders,0-17
Yvonne,34,female,flanders,0-17
Zeinab,34,female,flanders,0-17
Özge,34,female,flanders,0-17
Fahrettin,34,male,flanders,18-64
Siegfried,34,male,wallonia,65-inf
Romano,34,male,wallonia,65-inf
M'Hamed,34,male,wallonia,65-inf
Liborio,34,male,wallonia,65-inf
Egidio,34,male,wallonia,65-inf
Abderrahmane,34,male,wallonia,65-inf
Lieve,34,female,flanders,0-17
Lieselore,34,female,flanders,0-17
Lenthel,34,female,flanders,0-17
Anou,34,female,flanders,0-17
Maria-Christina,34,female,flanders,65-inf
Margaritha,34,female,flanders,65-inf
Madelaine,34,female,flanders,65-inf
Lucresse,34,female,flanders,65-inf
Katleen,34,female,flanders,65-inf
Kathelijn,34,female,flanders,65-inf
Geertje,34,female,flanders,65-inf
Francoise,34,female,flanders,65-inf
Emelia,34,female,flanders,65-inf
Abrar,34,female,flanders,0-17
Adela,34,female,flanders,0-17
Anna-Maria,34,female,flanders,0-17
Bénédicte,34,female,flanders,0-17
Lee,34,female,flanders,0-17
Caitlynn,34,female,flanders,0-17
Ebru,34,female,flanders,0-17
Elies,34,female,flanders,0-17
Emna,34,female,flanders,0-17
Faiza,34,female,flanders,0-17
Filiz,34,female,flanders,0-17
Fée,34,female,flanders,0-17
Ghazal,34,female,flanders,0-17
Iebe,34,female,flanders,0-17
Jenne,34,female,flanders,0-17
Josefine,34,female,flanders,0-17
Jutte,34,female,flanders,0-17
Zyon,34,male,flanders,0-17
Tobin,34,male,flanders,0-17
Adela,34,female,wallonia,18-64
Joannus,34,male,flanders,65-inf
Mariola,34,female,wallonia,18-64
Meggy,34,female,wallonia,18-64
Meltem,34,female,wallonia,18-64
Mimoza,34,female,wallonia,18-64
Nadege,34,female,wallonia,18-64
Alberto,34,male,flanders,65-inf
Bavo,34,male,flanders,65-inf
Bernhard,34,male,flanders,65-inf
Boudewyn,34,male,flanders,65-inf
Floris,34,male,flanders,65-inf
Gunther,34,male,flanders,65-inf
Idès,34,male,flanders,65-inf
Konstantinos,34,male,flanders,65-inf
Maria-Antonietta,34,female,wallonia,18-64
Otto,34,male,flanders,65-inf
Roman,34,male,flanders,65-inf
Stanislaw,34,male,flanders,65-inf
Valerius,34,male,flanders,65-inf
Abdelhalim,34,male,wallonia,18-64
Alexandr,34,male,wallonia,18-64
Amedeo,34,male,wallonia,18-64
Bashkim,34,male,wallonia,18-64
Catalin,34,male,wallonia,18-64
Curtis,34,male,wallonia,18-64
Damir,34,male,wallonia,18-64
Ervin,34,male,wallonia,18-64
Marie-Emilie,34,female,wallonia,18-64
Margarete,34,female,wallonia,18-64
Anastasie,34,female,wallonia,18-64
Crocifissa,34,female,wallonia,18-64
Saïd,34,male,brussels,65-inf
Said,34,male,brussels,65-inf
Miloud,34,male,brussels,65-inf
Johannes,34,male,brussels,65-inf
Jean-Marc,34,male,brussels,65-inf
Hugues,34,male,brussels,65-inf
Halil,34,male,brussels,65-inf
Eduardo,34,male,brussels,65-inf
Adrien,34,male,brussels,65-inf
Anik,34,female,wallonia,18-64
Cassie,34,female,wallonia,18-64
Chanelle,34,female,wallonia,18-64
Dimitra,34,female,wallonia,18-64
Margareta,34,female,wallonia,18-64
Donata,34,female,wallonia,18-64
Eileen,34,female,wallonia,18-64
Emanuelle,34,female,wallonia,18-64
Emmanuela,34,female,wallonia,18-64
Erna,34,female,wallonia,18-64
Gwenaël,34,female,wallonia,18-64
Güler,34,female,wallonia,18-64
Inga,34,female,wallonia,18-64
Janice,34,female,wallonia,18-64
Lavinia,34,female,wallonia,18-64
Lidvine,34,female,wallonia,18-64
Léana,34,female,wallonia,18-64
Yinthe,34,female,flanders,18-64
Farzad,34,male,flanders,18-64
Eloy,33,male,flanders,0-17
Ardian,33,male,wallonia,18-64
Brieux,33,male,wallonia,18-64
Côme,33,male,wallonia,18-64
Dante,33,male,wallonia,18-64
Derek,33,male,wallonia,18-64
Doryan,33,male,wallonia,18-64
Elian,33,male,wallonia,18-64
Eugen,33,male,wallonia,18-64
Ivano,33,male,wallonia,18-64
Janusz,33,male,wallonia,18-64
Jean-Vincent,33,male,wallonia,18-64
Jerzy,33,male,wallonia,18-64
Joâo,33,male,wallonia,18-64
Laury,33,male,wallonia,18-64
Luigino,33,male,wallonia,18-64
Malek,33,male,wallonia,18-64
Marcelo,33,male,wallonia,18-64
Muzaffer,33,male,wallonia,18-64
Numa,33,male,wallonia,18-64
Pierre-Etienne,33,male,wallonia,18-64
Sadik,33,male,wallonia,18-64
Senad,33,male,wallonia,18-64
Simon-Pierre,33,male,wallonia,18-64
Siméon,33,male,wallonia,18-64
Stanley,33,male,wallonia,18-64
Valter,33,male,wallonia,18-64
Veli,33,male,wallonia,18-64
Yves-Marie,33,male,wallonia,18-64
Zafer,33,male,wallonia,18-64
Diya,33,female,flanders,0-17
Bauduin,33,male,wallonia,18-64
Antonios,33,male,wallonia,18-64
Athina,33,female,wallonia,18-64
Ecem,33,female,flanders,0-17
Jing,33,female,brussels,18-64
Jasmin,33,female,brussels,18-64
Elham,33,female,brussels,18-64
Drissia,33,female,brussels,18-64
Clothilde,33,female,brussels,18-64
Cigdem,33,female,brussels,18-64
Chloë,33,female,brussels,18-64
Catia,33,female,brussels,18-64
Bochra,33,female,brussels,18-64
Birsen,33,female,brussels,18-64
Belen,33,female,brussels,18-64
Anneleen,33,female,brussels,18-64
Anna-Maria,33,female,brussels,18-64
Albina,33,female,brussels,18-64
Ada,33,female,brussels,18-64
Ismet,33,male,flanders,65-inf
Marian,33,male,flanders,65-inf
Noë,33,male,flanders,65-inf
Rolf,33,male,flanders,65-inf
Valery,33,male,flanders,65-inf
Judy,33,female,flanders,0-17
Jelle,33,female,flanders,0-17
Jacey,33,female,flanders,0-17
Isabela,33,female,flanders,0-17
Ingrid,33,female,flanders,0-17
Inaaya,33,female,flanders,0-17
Iga,33,female,flanders,0-17
Hayrunnisa,33,female,flanders,0-17
Fatima-Zahra,33,female,flanders,0-17
Aura,33,female,flanders,0-17
Aseel,33,female,flanders,0-17
Anahit,33,female,flanders,0-17
Anabel,33,female,flanders,0-17
Keira,33,female,wallonia,0-17
Krystal,33,female,wallonia,0-17
Lauranne,33,female,wallonia,0-17
Liva,33,female,wallonia,0-17
Loan,33,female,wallonia,0-17
Loreleï,33,female,wallonia,0-17
Luiza,33,female,wallonia,0-17
Lula,33,female,wallonia,0-17
Madisson,33,female,wallonia,0-17
Marthe,33,female,wallonia,0-17
Martina,33,female,wallonia,0-17
Naïma,33,female,wallonia,0-17
Sania,33,female,wallonia,0-17
Solenne,33,female,wallonia,0-17
Solyne,33,female,wallonia,0-17
Soukaina,33,female,wallonia,0-17
Stessy,33,female,wallonia,0-17
Tessia,33,female,wallonia,0-17
Thea,33,female,wallonia,0-17
Thya,33,female,wallonia,0-17
Zoéline,33,female,wallonia,0-17
Sandra,33,female,wallonia,65-inf
Saadia,33,female,wallonia,65-inf
Maud,33,female,wallonia,65-inf
Immacolata,33,female,wallonia,65-inf
Godelive,33,female,wallonia,65-inf
Gaëtane,33,female,wallonia,65-inf
Alisa,33,female,wallonia,18-64
Aliénor,33,female,wallonia,18-64
Jordane,33,female,wallonia,0-17
Jennah,33,female,wallonia,0-17
Eryne,33,female,wallonia,0-17
Marie-Françoise,33,female,brussels,65-inf
Aminah,33,female,flanders,0-17
Annemie,33,female,flanders,65-inf
Catherina,33,female,flanders,65-inf
Danny,33,female,flanders,65-inf
