name,"women,1970-1979","women,1950-1959","women,1960-1969","women,1940-1949","women,1980-1989","women,1990-1999","women,1930-1939","women,2000-2003","women,before 1930","male,1970-1979","male,1950-1959","male,1960-1969","male,1940-1949","male,1980-1989","male,1990-1999","male,1930-1939","male,2000-2003","male,before 1930","women,Stockholms","women,Västra Götalands","women,Skåne","women,Östergötlands","women,Uppsala","women,Gävleborgs","women,Dalarnas","women,Västernorrlands","women,Hallands","women,Jönköpings","women,Västerbottens","women,Norrbottens","women,Värmlands","women,Örebro","women,Södermanlands","women,Västmanlands","women,Kalmar","women,Kronobergs","women,Jämtlands","women,Blekinge","women,Gotlands","male,Stockholms","male,Västra Götalands","male,Skåne","male,Östergötlands","male,Uppsala","male,Gävleborgs","male,Dalarnas","male,Västernorrlands","male,Hallands","male,Jönköpings","male,Västerbottens","male,Norrbottens","male,Värmlands","male,Örebro","male,Södermanlands","male,Västmanlands","male,Kalmar","male,Kronobergs","male,Jämtlands","male,Blekinge","male,Gotlands"
Emma,0.060711767501416686,0.0012532572226424273,0.0034749404809630946,0.0016092962063476623,0.1966616930394236,0.2303429808979389,0.0016092962063476623,0.06954153429730651,0.0006551117300176325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10590336389831581,0.0924483722810217,0.0750826818806523,0.026773245514900238,0.021795992518258926,0.014289091707390575,0.015492383640644519,0.013386622757450119,0.019197975844187913,0.02023718251381632,0.018924500404812018,0.014138680215733833,0.015246255745206211,0.017324669084463024,0.013154168633980608,0.013660098196826013,0.013892552320295527,0.011896181612851484,0.007999156601744963,0.009311838710749266,0.003144967552822806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Per,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14215924541382627,0.16837795617387977,0.22333613369861985,0.11675230353662067,0.0761781009535721,0.019411245391609416,0.041143864956976965,0.00215047546157962,0.0049275795344804535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17038887250315213,0.09873830738666733,0.09551129720203173,0.03520996281964664,0.03191458377516709,0.032926442900857895,0.030342099998755683,0.0252964781422704,0.02204212041369723,0.021618233482664596,0.02365562550601502,0.02193273023794687,0.02615792577630447,0.0234505189264831,0.021194346551631955,0.02138577935919508,0.017981010138965175,0.012552522667353634,0.013714793284701194,0.011185145470474155,0.005565225191299488
Marie,0.12444274558465376,0.08959364985958534,0.21776768399346996,0.013102234600352649,0.06545420676437042,0.016249619216306927,0.0024210650891955984,0.001310223460035265,0.0003987636617498633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09857422212304177,0.08807276525100738,0.07430327687843098,0.028003884992091766,0.0163401575027098,0.015232581973237416,0.016463221450428948,0.014343786795265755,0.01973125295097091,0.017365690400369407,0.01043308801219044,0.0078077237941818365,0.013578055565013247,0.01498645407779911,0.014795021270235985,0.013906226092264322,0.015054822937643084,0.010077569941001773,0.0064950416851775345,0.010132265028876954,0.003883351239137726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inger,0.006138112079078252,0.13864158025481854,0.0398336414969417,0.2138512551727124,0.0011108416291603334,0.0,0.07170625131823434,0.0,0.005369067874274945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07725681162369068,0.07640903776162539,0.05394303041689553,0.0234505189264831,0.015656468904270058,0.015738511536082824,0.017529775663994947,0.012949062054448684,0.01785794619124602,0.017338342856431817,0.012894366966573506,0.011650053717413178,0.017652839611714096,0.016900782153430386,0.01467195732251683,0.013427644073356502,0.014795021270235985,0.00821793695324568,0.007083013879835711,0.008477738620652781,0.00392437255504411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Birgitta,0.010966000698121238,0.1520571291608318,0.08025118692715999,0.21350945774835536,0.0019938183087493165,0.0003845221024016539,0.056624439968480586,0.0,0.0025919638013741112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0895768801675748,0.08260325646348944,0.05820924727115951,0.027197132445932876,0.01800835768290276,0.0184459183859042,0.017557123207932537,0.013496012933200479,0.018350201982122633,0.01891082663284322,0.012155983280258586,0.010761258539441515,0.01742038548824459,0.01792631505109,0.01792631505109,0.01453521960282888,0.015068496709611879,0.009421228886499624,0.007356489319211608,0.008341000900964835,0.004484997205764698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bengt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019753042815966442,0.16309433765569406,0.07142142013127015,0.202329833660011,0.005212410721444642,0.0007975273234997266,0.08066419214825805,0.0,0.008032239472390105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08468166980274626,0.0938020757059324,0.08625415357915765,0.020291877601691495,0.016955477241305562,0.016955477241305562,0.019950033302471627,0.014890737674017548,0.022753156556074565,0.018500613473779376,0.010474109328096823,0.013605403108950835,0.017256300224619048,0.01683241329358641,0.014357460567234548,0.01296273582641748,0.012593543983260017,0.01219700459616497,0.008805909147903856,0.011691075033319563,0.0035415069399178556
Jenny,0.20023632443582418,0.0037882547866237015,0.015366642536717946,0.0026489300387669487,0.13351461888946314,0.055428148983230986,0.0019938183087493165,0.006038421163640787,0.0007120779674104701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0901101572743578,0.0632275215837072,0.05580266340465161,0.02004574970625319,0.016873434609492796,0.010597173275815977,0.01074758476747272,0.009093058359248549,0.013892552320295527,0.012757629246885557,0.01372846705666999,0.011198819242442948,0.010310024064471287,0.01296273582641748,0.011704748805288358,0.010911670031098258,0.009434902658468419,0.006700148264709457,0.004826841504984567,0.0056062465072058715,0.002461278954383066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02053632858011796,0.1598045374462577,0.07001150575579743,0.1993248646375388,0.00642294326604244,0.001167807866553171,0.052693769588374795,0.0003133143056606068,0.0018229195965708033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08872910630550952,0.07242997011870611,0.07275814064595719,0.025788733933147012,0.016859760837524,0.014603588462672857,0.015875249255770774,0.013947247408170705,0.018527961017716966,0.01806305277077794,0.0126482390711352,0.013673771968794811,0.017898967507152405,0.016394852590584978,0.015861575483801977,0.013154168633980608,0.015451362324738135,0.009421228886499624,0.006905254844241378,0.009298164938780471,0.0033910954482611125
Hans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055841154204329065,0.17598294886582358,0.12505513263662676,0.19670441771746827,0.01879885833963641,0.00428670936381103,0.05447396450690096,0.0004984545771873291,0.005098478246658966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13371581608284444,0.08610374208750092,0.06575716939793425,0.02811327516784213,0.024093186209016453,0.024120533752954042,0.024284619016579582,0.023751341909796587,0.021467821991007854,0.017570796979901333,0.017310995312494228,0.02104393505997521,0.018965521720718404,0.018664698737404915,0.021344758043288697,0.018391223298029016,0.015341972148987776,0.010214307660689722,0.009161427219092523,0.008341000900964835,0.003596202027793035
Malin,0.19515208774851342,0.0021219923428832006,0.04349372224943151,0.0010111507137228676,0.1837730818292941,0.12455667805943944,0.0005269376958837479,0.011920185174451271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11038836110408051,0.09449943807634092,0.06671433343574988,0.02566566998542786,0.021754971202352542,0.016996498557211945,0.01649056899436654,0.013783162144545167,0.020729438304692933,0.018322854438185047,0.017010172329180742,0.013154168633980608,0.016394852590584978,0.017310995312494228,0.014398481883140935,0.013769488372576374,0.013058452230199042,0.009393881342562034,0.008313653357027244,0.008942646867591804,0.0031312937808540115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1099875628462212,0.12081114795086036,0.19285919669345172,0.028924607036213294,0.05774952315698913,0.018286162203100875,0.0010681169511157053,0.00215047546157962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10936282820642089,0.08775826849572509,0.05923478016881911,0.02309500085529443,0.018664698737404915,0.01707854118902472,0.016326483730741005,0.01364642442485722,0.017365690400369407,0.01800835768290276,0.013058452230199042,0.012812324334760736,0.01728364776855664,0.01638117881861618,0.015082170481580675,0.014767673726298395,0.013837857232420347,0.008395695988840013,0.0065497367730527134,0.008067525461588938,0.003938046327012905
