name,"women,1970-1979","women,1950-1959","women,1960-1969","women,1940-1949","women,1980-1989","women,1990-1999","women,1930-1939","women,2000-2003","women,before 1930","male,1970-1979","male,1950-1959","male,1960-1969","male,1940-1949","male,1980-1989","male,1990-1999","male,1930-1939","male,2000-2003","male,before 1930","women,Stockholms","women,Västra Götalands","women,Skåne","women,Östergötlands","women,Uppsala","women,Gävleborgs","women,Dalarnas","women,Västernorrlands","women,Hallands","women,Jönköpings","women,Västerbottens","women,Norrbottens","women,Värmlands","women,Örebro","women,Södermanlands","women,Västmanlands","women,Kalmar","women,Kronobergs","women,Jämtlands","women,Blekinge","women,Gotlands","male,Stockholms","male,Västra Götalands","male,Skåne","male,Östergötlands","male,Uppsala","male,Gävleborgs","male,Dalarnas","male,Västernorrlands","male,Hallands","male,Jönköpings","male,Västerbottens","male,Norrbottens","male,Värmlands","male,Örebro","male,Södermanlands","male,Västmanlands","male,Kalmar","male,Kronobergs","male,Jämtlands","male,Blekinge","male,Gotlands"
Olov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003973395058150424,0.007035330318015445,0.00571086529863197,0.009299738254380739,0.004713956144257313,0.0023498572924545514,0.004557298991427008,0.0004984545771873291,0.0005411792552319572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007342815547242812,0.002228824830913554,0.0008341000900964835,0.0014630936006610447,0.002023718251381632,0.004088457818669648,0.0029672085172284734,0.002078413339256811,0.0,0.00030082298331348577,0.003842329923231341,0.002023718251381632,0.0020373920233504265,0.0011075755294723798,0.0010392066696284054,0.0010255328976596107,0.0003555180711886651,0.0,0.0017639165839745303,0.0,0.0
Isabel,0.003076176819213231,0.0014953637315619872,0.0022501663770170856,0.0005554208145801667,0.00667929133431021,0.00761923425129203,0.0,0.0029195196663829273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008915299323654216,0.003938046327012905,0.0028851658854157046,0.0004922557908766132,0.001367377196879481,0.00039653938709504943,0.00042388693103263906,0.0,0.0004922557908766132,0.0006153197385957665,0.00042388693103263906,0.0,0.00042388693103263906,0.000505929562845408,0.0005469508787517923,0.000505929562845408,0.0,0.0003555180711886651,0.000287149211344691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanessa,0.002335615733106342,0.0,0.0,0.0,0.005255135399489269,0.009271255135684322,0.0,0.004984545771873291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007971809057807373,0.004061110274732058,0.0028441445695093206,0.0007930787741900989,0.0006289935105645612,0.0,0.0,0.0,0.000574298422689382,0.0005332771067829976,0.00039653938709504943,0.00034184429921987024,0.0,0.0005332771067829976,0.00043756070300143385,0.0005469508787517923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andréas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008957940830023714,0.0,0.0004842130178391196,0.0,0.009242772016987902,0.003446457362266675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032680315005419597,0.005319097295861181,0.003199662640697986,0.0010392066696284054,0.0005606246507205872,0.00034184429921987024,0.0003828656151262547,0.0003555180711886651,0.0011759443893163538,0.0009571640378156367,0.000574298422689382,0.00043756070300143385,0.00034184429921987024,0.0007794050022213042,0.0005332771067829976,0.0003828656151262547,0.0005606246507205872,0.00043756070300143385,0.0,0.0004922557908766132,0.0
Douglas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017232286811333375,0.0014099143754727308,0.0015238468502584061,0.0012674987819906367,0.0028198287509454615,0.009228530457639694,0.00035603898370523504,0.004215501567069983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007712007390400274,0.0028304707975405252,0.0031312937808540115,0.0006563410545021508,0.0008887951779716627,0.00047858201890781836,0.0,0.0004102131590638443,0.0007383836863149197,0.00043756070300143385,0.0003281705272510754,0.0,0.0,0.0005879721946581769,0.0006973623704085353,0.0005469508787517923,0.000505929562845408,0.0003144967552822806,0.0,0.000505929562845408,0.0
Joacim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008730075880452362,0.0,0.007220470589542167,0.0,0.00814617194717578,0.009157322660898646,0.0,0.0011108416291603334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006002785894300922,0.00505929562845408,0.0030492511490412427,0.001982696935475247,0.001435746056723455,0.000861447634034073,0.0011759443893163538,0.0009708378097844315,0.0012579870211291224,0.0018733067597248888,0.0009024689499404575,0.0005606246507205872,0.0010665542135659951,0.0013947247408170706,0.000998185353722021,0.0012579870211291224,0.0011212493014411745,0.0009434902658468419,0.00047858201890781836,0.0005879721946581769,0.0
Aleksandra,0.004215501567069983,0.000783285764151517,0.0016805040030887094,0.0,0.007548026454550983,0.008317070659354291,0.0,0.0017089871217851281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008792235375935063,0.003814982379293752,0.005319097295861181,0.00047858201890781836,0.0005469508787517923,0.0,0.0,0.0,0.0006973623704085353,0.0005196033348142027,0.0,0.0,0.00030082298331348577,0.0,0.00034184429921987024,0.0003555180711886651,0.00034184429921987024,0.000574298422689382,0.0,0.0003828656151262547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomasz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009114597982854016,0.0006123870519730044,0.0021077507835349915,0.0,0.008445244693488176,0.0022501663770170856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008505086164590371,0.003555180711886651,0.0042525430822951855,0.0006426672825333561,0.0005469508787517923,0.0,0.0,0.0,0.0006426672825333561,0.0004922557908766132,0.0,0.0,0.0,0.00034184429921987024,0.0003555180711886651,0.0,0.00036919184315745986,0.00045123447497022874,0.0,0.0003281705272510754,0.0
Veronika,0.009100356423505807,0.0013671896974281027,0.0037455301085790728,0.0007405610861068889,0.0075053017765063556,0.0047851639409983585,0.0,0.0008687351202407736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056335940511434614,0.004526018521671082,0.004170500450482418,0.0011075755294723798,0.001230639477191533,0.0008204263181276885,0.0005332771067829976,0.0006016459666269715,0.0009161427219092522,0.0009845115817532263,0.0009024689499404575,0.0007110361423773302,0.0008751214060028677,0.0009161427219092522,0.0005606246507205872,0.0007657312302525094,0.0005332771067829976,0.0005196033348142027,0.000287149211344691,0.0005196033348142027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028198287509454615,0.0009684260356782392,0.0009399429169818206,0.0006551117300176325,0.0060953874010336246,0.009086114864157599,0.0,0.004500332754034171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00542848747161154,0.00400641518685688,0.0031586413247916014,0.0013400296529418913,0.0007657312302525094,0.0008204263181276885,0.0008477738620652781,0.00036919184315745986,0.0008204263181276885,0.001011859125690816,0.00047858201890781836,0.0008067525461588937,0.00034184429921987024,0.0007110361423773302,0.0006289935105645612,0.0005606246507205872,0.0008067525461588937,0.00046490824693902347,0.0003281705272510754,0.0003828656151262547,0.0
Agnieszka,0.00907187330480939,0.0,0.0012247741039460088,0.0,0.007263195267586795,0.0020792676648385727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00819058940930809,0.0025433215861958344,0.0034868118520426762,0.00030082298331348577,0.0005196033348142027,0.0,0.0,0.0,0.0006289935105645612,0.0003828656151262547,0.0,0.0,0.0,0.0,0.00039653938709504943,0.0004102131590638443,0.00045123447497022874,0.00043756070300143385,0.0,0.00030082298331348577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Birger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008972182389371923,0.007206229030193958,0.0026774131574633674,0.009057631745461179,0.0004699714584909103,0.0004557298991427008,0.005098478246658966,0.0,0.0009399429169818206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003596202027793035,0.002652711761946193,0.0021741297430383747,0.0014904411445986342,0.0007110361423773302,0.0008341000900964835,0.0011212493014411745,0.0009571640378156367,0.0005469508787517923,0.0014494198286922498,0.0009845115817532263,0.002023718251381632,0.0007794050022213042,0.0006289935105645612,0.0005879721946581769,0.0009298164938780469,0.0018596329877560939,0.00108022798553479,0.0005469508787517923,0.0006700148264709456,0.0
Angela,0.00810344726913115,0.00309041837856144,0.006437184825390649,0.0020792676648385727,0.006038421163640787,0.0029764859037757652,0.00042724678044628203,0.0010681169511157053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008696518972153499,0.0069462761601477635,0.003814982379293752,0.00108022798553479,0.0008887951779716627,0.00036919184315745986,0.00036919184315745986,0.0003828656151262547,0.001162270617347559,0.0009571640378156367,0.00039653938709504943,0.0003555180711886651,0.00042388693103263906,0.0004922557908766132,0.0007930787741900989,0.000505929562845408,0.00036919184315745986,0.00043756070300143385,0.0,0.00036919184315745986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carolin,0.003987636617498633,0.0,0.0006978364080622607,0.0,0.00904339018611297,0.005354826314926735,0.0,0.0005269376958837479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036919184315745987,0.002939860973290884,0.003459464308105087,0.0010665542135659951,0.0006563410545021508,0.0005332771067829976,0.00046490824693902347,0.00039653938709504943,0.0006563410545021508,0.0006973623704085353,0.0004102131590638443,0.00039653938709504943,0.0005196033348142027,0.0006700148264709456,0.000505929562845408,0.00036919184315745986,0.00043756070300143385,0.0003828656151262547,0.0,0.00036919184315745986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anna-Carin,0.006508392622131697,0.002606205360722321,0.009000665508068342,0.0006693532893658419,0.001310223460035265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003008229833134858,0.0038970250111065204,0.0012579870211291224,0.000861447634034073,0.0008204263181276885,0.001148596845378764,0.0006563410545021508,0.0009161427219092522,0.001011859125690816,0.0006836885984397405,0.0006153197385957665,0.0006153197385957665,0.0007383836863149197,0.0006289935105645612,0.00047858201890781836,0.0006426672825333561,0.00043756070300143385,0.00030082298331348577,0.00046490824693902347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vendela,0.0005839039332765856,0.0,0.0,0.0,0.0009826675950264487,0.008943699270675504,0.0,0.006365977028649602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006659126948803073,0.0019690231635064526,0.001504114916567429,0.0009845115817532263,0.001162270617347559,0.0003281705272510754,0.0,0.0,0.00030082298331348577,0.0004922557908766132,0.00043756070300143385,0.0,0.000287149211344691,0.000574298422689382,0.0,0.0003555180711886651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlene,0.008943699270675504,0.0025777222420259017,0.00814617194717578,0.0012105325445977992,0.00855917716827385,0.0023640988518027605,0.00032755586500881625,0.00034179742435702567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005770331770831409,0.00432091194213916,0.003678244659605804,0.0009298164938780469,0.0010528804415972004,0.0014220722847546603,0.0011212493014411745,0.0018596329877560939,0.0009024689499404575,0.0008204263181276885,0.002187803515007169,0.001203291933253943,0.0007247099143461249,0.0006289935105645612,0.0005879721946581769,0.0007930787741900989,0.0007383836863149197,0.0005879721946581769,0.0009845115817532263,0.00045123447497022874,0.00042388693103263906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elizabeth,0.003873704142712957,0.004713956144257313,0.005397550992971364,0.0021219923428832006,0.004614265228819847,0.0026916547168115766,0.0,0.0005411792552319572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008559781252465551,0.003965393870950494,0.0028988396573844995,0.0006563410545021508,0.0010255328976596107,0.00039653938709504943,0.0004922557908766132,0.0,0.0007520574582837145,0.0007930787741900989,0.00042388693103263906,0.0,0.0005332771067829976,0.00046490824693902347,0.0003555180711886651,0.00039653938709504943,0.0,0.00030082298331348577,0.0003144967552822806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katarzyna,0.007206229030193958,0.0004984545771873291,0.0027343793948562053,0.0,0.007961031675649056,0.003403732684222047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008546107480496756,0.0028441445695093206,0.0042798906262327754,0.0003144967552822806,0.0005606246507205872,0.0,0.000287149211344691,0.0,0.0005606246507205872,0.0004922557908766132,0.0,0.0,0.0,0.0,0.00043756070300143385,0.00030082298331348577,0.00045123447497022874,0.0005196033348142027,0.0,0.0004102131590638443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017374702404815473,0.008459486252836384,0.007163504352149329,0.006722016012354838,0.0017232286811333375,0.0015950546469994532,0.001694745562436919,0.0004984545771873291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008546107480496756,0.004785820189078183,0.0027757757096653463,0.0019143280756312735,0.0011759443893163538,0.0003828656151262547,0.0006153197385957665,0.00036919184315745986,0.0009571640378156367,0.0010939017575035846,0.0006289935105645612,0.00039653938709504943,0.0007657312302525094,0.0007520574582837145,0.0005879721946581769,0.0007247099143461249,0.0006153197385957665,0.0004102131590638443,0.00043756070300143385,0.0,0.000287149211344691
Ted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007519543335854565,0.002478031326588436,0.003375249565525629,0.0014099143754727308,0.008886733033282667,0.008245862862613244,0.0,0.0019226105120082693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007356489319211608,0.004936231680734926,0.005701962910987435,0.001162270617347559,0.001203291933253943,0.0003281705272510754,0.0007794050022213042,0.0008341000900964835,0.0012990083370355069,0.0012579870211291224,0.0006700148264709456,0.0005606246507205872,0.00045123447497022874,0.0006700148264709456,0.0009161427219092522,0.0008477738620652781,0.0013263558809730965,0.000861447634034073,0.0004102131590638443,0.0008204263181276885,0.0003555180711886651
Kasper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008829766795889829,0.0,0.0,0.0,0.0015523299689548247,0.00880128367719341,0.0,0.005782073095373017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037602872914185726,0.0028304707975405252,0.003117620008885217,0.0006289935105645612,0.0007247099143461249,0.0,0.0003144967552822806,0.0,0.00043756070300143385,0.0005469508787517923,0.00046490824693902347,0.0003144967552822806,0.00047858201890781836,0.00034184429921987024,0.00047858201890781836,0.0,0.00034184429921987024,0.00036919184315745986,0.0,0.00034184429921987024,0.0
Timmy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007975273234997266,0.0,0.0003987636617498633,0.0,0.005169686043400013,0.008772800558496992,0.0,0.002093509224186782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032543577285731647,0.0025433215861958344,0.001996370707444042,0.0010665542135659951,0.0006426672825333561,0.0005332771067829976,0.00046490824693902347,0.0003828656151262547,0.000505929562845408,0.0007657312302525094,0.00039653938709504943,0.0,0.0003828656151262547,0.0008067525461588937,0.00046490824693902347,0.0,0.0008204263181276885,0.00036919184315745986,0.0,0.0004102131590638443,0.0
Henry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031901092939989064,0.008217379743916826,0.004058844414239679,0.008402520015443548,0.002435306648543808,0.0030049690224721835,0.005354826314926735,0.0012674987819906367,0.0012105325445977992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008423043532777603,0.005838700630675384,0.003377421676292318,0.0016135050923177874,0.0015314624605050188,0.0008751214060028677,0.0010939017575035846,0.0006973623704085353,0.0009161427219092522,0.0008477738620652781,0.0012990083370355069,0.0021194346551631953,0.0009434902658468419,0.0010392066696284054,0.001367377196879481,0.001216965705222738,0.0008751214060028677,0.00046490824693902347,0.00047858201890781836,0.0004102131590638443,0.0
Michel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003503423599659513,0.001381431256776312,0.0033467664468292096,0.0006123870519730044,0.00571086529863197,0.004571540550775219,0.0,0.0007405610861068889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008409369760808808,0.003322726588417138,0.00247495272635186,0.0007110361423773302,0.0005606246507205872,0.0,0.0,0.0,0.0005332771067829976,0.0004102131590638443,0.0,0.0,0.0,0.00042388693103263906,0.00036919184315745986,0.0004102131590638443,0.0,0.0,0.0,0.0,0.0
Jan-Åke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011962909852495896,0.008730075880452362,0.004628506788168055,0.006722016012354838,0.0,0.0,0.0007263195267586795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001955349391537658,0.00466275624135903,0.003842329923231341,0.0008204263181276885,0.0003828656151262547,0.0004922557908766132,0.0005469508787517923,0.0004102131590638443,0.0010255328976596107,0.0010528804415972004,0.0003281705272510754,0.000287149211344691,0.0009024689499404575,0.0006700148264709456,0.0006153197385957665,0.0003144967552822806,0.0009298164938780469,0.001011859125690816,0.0,0.0006836885984397405,0.0
Viola,0.0008687351202407736,0.005440275671015992,0.0014099143754727308,0.008715834321104154,0.001096600069812124,0.0019653351900528974,0.006608083537569162,0.0010681169511157053,0.0015238468502584061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00400641518685688,0.004170500450482418,0.002461278954383066,0.0014767673726298395,0.001162270617347559,0.000998185353722021,0.0010939017575035846,0.000574298422689382,0.0007794050022213042,0.0011075755294723798,0.001148596845378764,0.001504114916567429,0.0008204263181276885,0.0012853345650667121,0.001216965705222738,0.0008204263181276885,0.000998185353722021,0.0008477738620652781,0.0004102131590638443,0.0005469508787517923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ragnhild,0.000569662373928376,0.005126961365355385,0.0017089871217851281,0.008673109643059526,0.0004130052210980726,0.0,0.008288587540657873,0.0,0.0012247741039460088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004416628345920724,0.004621734925452646,0.002010044479412837,0.0014904411445986342,0.001162270617347559,0.0007657312302525094,0.000861447634034073,0.0005469508787517923,0.0007110361423773302,0.0009024689499404575,0.0009845115817532263,0.0010665542135659951,0.001148596845378764,0.0011075755294723798,0.0007657312302525094,0.0008751214060028677,0.00047858201890781836,0.00042388693103263906,0.0003828656151262547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030619352598650214,0.002036542986793945,0.003133143056606068,0.0010111507137228676,0.005981454926247949,0.005255135399489269,0.0,0.0013671896974281027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008313653357027244,0.0037602872914185726,0.002297193690757528,0.0010392066696284054,0.000998185353722021,0.0004102131590638443,0.0,0.0,0.0005469508787517923,0.0006973623704085353,0.0,0.0,0.0,0.0005606246507205872,0.0004102131590638443,0.00043756070300143385,0.0,0.0003144967552822806,0.0,0.0,0.0
Eva-Lotta,0.004585782110123428,0.002805587191597252,0.008658868083711316,0.0,0.0008829766795889829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003021903605103653,0.0028304707975405252,0.0021741297430383747,0.0013810509688482757,0.0006973623704085353,0.00045123447497022874,0.00042388693103263906,0.00043756070300143385,0.000861447634034073,0.0006016459666269715,0.00034184429921987024,0.0,0.0004922557908766132,0.00034184429921987024,0.00047858201890781836,0.00043756070300143385,0.0004102131590638443,0.0,0.0,0.0005196033348142027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miranda,0.00095418447633003,0.0,0.0002990727463123974,0.0,0.0022074416989724573,0.008630384965014897,0.0,0.006038421163640787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004526018521671082,0.0028578183414781156,0.0023792363225702967,0.0008887951779716627,0.0009571640378156367,0.00034184429921987024,0.0003828656151262547,0.000287149211344691,0.0005606246507205872,0.0005879721946581769,0.00042388693103263906,0.0003144967552822806,0.0007110361423773302,0.0006016459666269715,0.0003828656151262547,0.00039653938709504943,0.00042388693103263906,0.0003144967552822806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuula,0.0003845221024016539,0.00861614340566669,0.0036173560744451883,0.00814617194717578,0.0,0.0,0.0006266286113212137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00682321221242861,0.0031586413247916014,0.0007657312302525094,0.0006973623704085353,0.0009571640378156367,0.000505929562845408,0.0005606246507205872,0.0,0.0,0.00043756070300143385,0.0003281705272510754,0.0014630936006610447,0.0003144967552822806,0.0007110361423773302,0.0014083985127858654,0.0014083985127858654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emily,0.0019653351900528974,0.0,0.0,0.0,0.00861614340566669,0.008502210930881014,0.0,0.0028910365476865086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006317282649583203,0.003678244659605804,0.004621734925452646,0.0008751214060028677,0.0007383836863149197,0.00043756070300143385,0.0,0.0,0.0006016459666269715,0.000505929562845408,0.0,0.0,0.00036919184315745986,0.0005196033348142027,0.000505929562845408,0.00034184429921987024,0.0003555180711886651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ann-Charlott,0.0035319067183559316,0.006750499131051258,0.00858766028697027,0.002335615733106342,0.000811768882847936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003117620008885217,0.0037739610633873676,0.0030355773770724477,0.0011896181612851484,0.0006836885984397405,0.0005606246507205872,0.0004102131590638443,0.0004102131590638443,0.0009161427219092522,0.0011896181612851484,0.0005196033348142027,0.0005606246507205872,0.0008204263181276885,0.0006289935105645612,0.0005196033348142027,0.00045123447497022874,0.0007110361423773302,0.0006836885984397405,0.0,0.0007930787741900989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mika,0.00037028054305344446,0.0,0.0,0.0,0.001623537765695872,0.0017944364778743845,0.0,0.0008402520015443547,0.0,0.00853069404957743,0.0,0.005668140620587342,0.0,0.00262044692007053,0.0010823585104639145,0.0,0.0004557298991427008,0.0,0.00179126412791212,0.00046490824693902347,0.0007657312302525094,0.0003144967552822806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004334585714107954,0.0033500741323547285,0.0009845115817532263,0.0008204263181276885,0.0008067525461588937,0.00042388693103263906,0.0005879721946581769,0.0003828656151262547,0.0,0.0005469508787517923,0.0,0.0011075755294723798,0.0,0.0007383836863149197,0.0012853345650667121,0.0009845115817532263,0.0,0.0,0.0,0.0,0.0
